date,Total Visitor Arrivals,US Visitors Arrivals,US West Visitor Arrivals,US East Visitor Arrivals,Japan Visitor Arrivals,Other Visitor Arrivals,Length of Stay,Visitor Days,Total Visitor Expenditures
12/1/11,88.51696635,72.86141421,45.23128999,27.60363409,2.094406916,13.56114523,7.664169883,678.4090676,102.6730785
1/1/12,90.3579725,73.83168734,44.94066505,28.11370477,2.128865231,14.39741992,7.575032234,684.4645543,106.2180661
2/1/12,86.61338378,71.06367262,44.36051462,27.99336794,2.209455613,13.34025555,7.713131233,668.0603956,100.0049516
3/1/12,89.12938797,72.90280338,45.748056,27.6429593,2.205422525,14.02116207,7.584591735,676.0100193,104.9632565
4/1/12,88.06186938,72.1320145,44.21112683,26.615519,2.286173878,13.643681,7.548589753,664.7429248,104.0686907
5/1/12,89.14305571,73.99963549,45.40782615,28.20595266,2.289441682,12.85397853,7.584881544,676.139518,103.2387619
6/1/12,88.99450064,73.04784813,44.04474113,29.33298191,2.291890769,13.65476173,7.434784871,661.6549669,104.1777281
7/1/12,87.57556564,71.89582141,44.60066881,27.51858589,2.337788539,13.3419557,7.545151062,660.7708721,107.9234495
8/1/12,91.49962927,75.36673922,46.11003113,29.11216366,2.37359993,13.75929011,7.377798825,675.0658573,107.0305012
9/1/12,91.06526523,75.00783136,47.35991666,27.99215887,2.343082708,13.71435116,7.522233235,685.0141647,110.1054657
10/1/12,92.27291069,76.13209702,48.24813506,27.69985875,2.41450587,13.72630779,7.448823431,687.3246192,109.9345559
11/1/12,95.21964692,78.75378157,49.44228002,29.68451897,2.580232273,13.88563307,7.499343383,714.0848291,113.2863907
12/1/12,94.74778969,77.84383569,48.74827079,28.84376377,2.446685669,14.45726834,7.56910602,717.1560653,119.345798
1/1/13,93.0362649,76.76797015,47.98779743,28.93786097,2.369200118,13.89909462,7.554779923,702.8685061,116.0731798
2/1/13,93.31582297,76.90396422,48.8382653,27.95233591,2.525264188,13.88659456,7.524039852,702.1119708,118.6318759
3/1/13,93.75448301,77.23437308,47.89425962,28.23965771,2.539587589,13.98052234,7.528833823,705.8619227,121.1751695
4/1/13,93.89419688,77.1956599,48.99625405,28.38132446,2.456374982,14.242162,7.657567865,719.0011848,122.9091857
5/1/13,93.31272816,76.33943722,47.51519225,28.69992559,2.401386723,14.57190421,7.602687997,709.4275583,119.5399214
6/1/13,96.33878197,79.2176434,50.56132999,28.53778964,2.386732228,14.73440634,7.569904251,729.2753552,127.0206706
7/1/13,93.44355819,75.98527698,47.25815751,28.94683351,2.436297437,15.02198378,7.610986657,711.1976746,118.3549194
8/1/13,91.63214916,74.45006059,46.0373743,29.75571063,2.467862923,14.71422565,7.706557032,706.1683835,121.0446272
9/1/13,91.05034931,73.02469038,45.01256369,27.61769455,2.428123478,15.59753546,7.694449461,700.5823112,119.1381338
10/1/13,90.57559986,73.20202475,45.81291162,27.51432163,2.549283955,14.82429116,7.694129024,696.9003518,121.2618923
11/1/13,91.81756533,74.60359669,46.97570839,27.90683783,2.449691077,14.76427757,7.687668268,705.8629834,121.4489254
12/1/13,92.18274604,74.59957229,45.94640633,28.19775674,2.420360649,15.1628131,7.676586809,707.6488522,126.5777641
1/1/14,92.12206008,75.55173002,47.17343646,28.51992971,1.700763402,14.86956666,8.072394597,743.6456201,124.8700856
2/1/14,87.05898612,71.11846606,43.57474095,27.10858614,1.543047559,14.3974725,7.734759971,673.380361,118.5496549
3/1/14,92.00062667,74.27429257,44.00162317,29.20295192,2.732164683,14.99416941,7.507016234,690.6501979,115.1951729
4/1/14,94.41669011,77.24964448,48.26327452,29.27601256,1.846737421,15.32030821,8.248926979,778.8363823,132.4862696
5/1/14,94.77131097,78.55555267,48.97487725,29.45411046,1.569239342,14.64651896,7.816278211,740.7589329,133.6788972
6/1/14,94.33420445,78.47127351,49.54581547,28.78671307,2.117796214,13.74513472,7.699021263,726.2810459,119.5248842
7/1/14,96.28556091,79.18613081,49.40505489,30.00867927,1.784124141,15.31530596,7.420756221,714.5116752,
