date,Total Nonfarm Jobs,Construction & Mining,Manufacturing,"Trade, Transport, & Utility",Transportation & Utilities,Total Trade Jobs,Information Jobs,Financial Activities,Finance and Insurance Jobs,Real Estate & Rental Jobs,Professional & Bus Services,"Prof, Sci, and Tech Svc Jobs",Mgmt of Companies jobs,Admin & Waste Management,Educational & Health Svs,Educational Services,Healthcare & Social Asst,Leisure & Hospitality,"Arts, Entertain., & Recreation",Accom & Food Services,Other service jobs,Total Government Jobs,Total Government Jobs,Federal Government Jobs,State & Local Government Jobs,Employment,Unemployment Rate,Retail Trade Jobs,Wholesale Trade Jobs
9/1/83,15.85206436,1.031944432,1.203430074,,,,,0.818132283,0.290628903,0.52750338,,,,,,,1.062915341,,,4.03405336,,2.807223608,2.807223608,0.299301564,2.525081327,,,,
10/1/83,15.9212055,1.033435712,1.214810154,,,,,0.82401983,0.292249202,0.531770628,,,,,,,1.067824357,,,4.056135728,,2.818233139,2.818233139,0.298937054,2.537231774,,,,
11/1/83,15.91273046,1.02417373,1.188772882,,,,,0.820099972,0.291016105,0.529083866,,,,,,,1.068993412,,,4.048005597,,2.819738926,2.819738926,0.298280444,2.546751495,,,,
12/1/83,15.92398789,1.002348923,1.192694246,,,,,0.82054749,0.290984037,0.529563454,,,,,,,1.070312535,,,4.097421632,,2.818220796,2.818220796,0.298219389,2.539007917,,,,
1/1/84,15.6199651,0.70154615,1.221443624,,,,,0.810436432,0.28822205,0.522214382,,,,,,,1.083775933,,,4.036292619,,2.762525215,2.762525215,0.298604943,2.51558797,,,,
2/1/84,15.63932088,0.694723548,1.209239274,,,,,0.809135674,0.287415629,0.521720045,,,,,,,1.084257162,,,4.000167384,,2.765229462,2.765229462,0.297769954,2.522938922,,,,
3/1/84,15.62317326,0.688580119,1.181974994,,,,,0.808723707,0.287353057,0.52137065,,,,,,,1.091418229,,,4.026192294,,2.765253634,2.765253634,0.297102892,2.515551684,,,,
4/1/84,15.69285634,0.696843866,1.188113874,,,,,0.809405155,0.287527241,0.521877914,,,,,,,1.100476514,,,4.064632087,,2.764042011,2.764042011,0.29570722,2.512479078,,,,
5/1/84,15.80067113,0.698417821,1.196915439,,,,,0.809709578,0.287728175,0.521981404,,,,,,,1.110723735,,,4.140718081,,2.771335922,2.771335922,0.299303507,2.512861482,,,,
6/1/84,15.77459386,0.686491838,1.212891938,,,,,0.80777428,0.287184013,0.520590267,,,,,,,1.110924962,,,4.128472758,,2.781917231,2.781917231,0.300123014,2.529490329,,,,
7/1/84,15.74327901,0.674866557,1.209842578,,,,,0.806637349,0.286680925,0.519956424,,,,,,,1.103716761,,,4.150785718,,2.76365828,2.76365828,0.299534911,2.515837885,,,,
8/1/84,15.72752813,0.629555163,1.202529042,,,,,0.806999187,0.286830728,0.520168458,,,,,,,1.102173794,,,4.13140696,,2.766214472,2.766214472,0.301501045,2.513007406,,,,
9/1/84,15.70794728,0.603119699,1.199687811,,,,,0.806499448,0.286249306,0.520250142,,,,,,,1.110691868,,,4.119356293,,2.782152908,2.782152908,0.302026376,2.529880972,,,,
10/1/84,15.73612645,0.536514268,1.220959444,,,,,0.803079572,0.285637136,0.517442436,,,,,,,1.108646523,,,4.141034985,,2.788023691,2.788023691,0.302316669,2.539659667,,,,
11/1/84,16.03203253,0.55698746,1.203208473,,,,,0.803622688,0.285402685,0.518220003,,,,,,,1.108991514,,,4.187041204,,2.793226722,2.793226722,0.302341375,2.549885962,,,,
12/1/84,15.80965475,0.578321625,1.194793509,,,,,0.804518057,0.285481736,0.519036321,,,,,,,1.11398013,,,4.202299617,,2.797749914,2.797749914,0.303668095,2.542818642,,,,
1/1/85,16.40294898,0.661915074,1.154273062,,,,,0.843396685,0.300949115,0.54244757,,,,,,,1.123098825,,,4.427133318,,2.739215,2.739215,0.299516816,2.515146263,,,,
2/1/85,16.5016255,0.737068441,1.148434294,,,,,0.846269691,0.302021348,0.544248343,,,,,,,1.121752185,,,4.453862564,,2.742450183,2.742450183,0.299987617,2.504985152,,,,
3/1/85,16.53947133,0.748081326,1.153440302,,,,,0.841500069,0.300358265,0.541141804,,,,,,,1.125842442,,,4.467441769,,2.742053918,2.742053918,0.301142914,2.489921867,,,,
4/1/85,16.58748377,0.747515555,1.160233714,,,,,0.852985306,0.304799647,0.54818566,,,,,,,1.124243206,,,4.480946422,,2.744126919,2.744126919,0.299817236,2.491189748,,,,
5/1/85,16.61197318,0.756319262,1.164623457,,,,,0.854921423,0.305073936,0.549847487,,,,,,,1.129104609,,,4.470166832,,2.745360073,2.745360073,0.299611816,2.498689123,,,,
6/1/85,16.59533656,0.764795888,1.149148818,,,,,0.854703523,0.304652153,0.55005137,,,,,,,1.13386241,,,4.44888431,,2.743334388,2.743334388,0.299586339,2.493863836,,,,
7/1/85,16.75945173,0.782109097,1.137729819,,,,,0.854203911,0.304957927,0.549245984,,,,,,,1.134495956,,,4.446548587,,2.771143947,2.771143947,0.301195012,2.572854592,,,,
8/1/85,16.82376294,0.790246352,1.16077511,,,,,0.85798574,0.306121761,0.551863979,,,,,,,1.137265608,,,4.453745495,,2.775810417,2.775810417,0.300082161,2.581114137,,,,
9/1/85,16.95855682,0.79260226,1.195593895,,,,,0.855819589,0.30530556,0.550514029,,,,,,,1.135555137,,,4.443681962,,2.81964803,2.81964803,0.300246217,2.668483034,,,,
10/1/85,16.91231214,0.79713525,1.186110161,,,,,0.858387701,0.306239216,0.552148485,,,,,,,1.142878103,,,4.459791664,,2.758806486,2.758806486,0.299920758,2.525588925,,,,
11/1/85,16.95637265,0.795392472,1.187192918,,,,,0.860331427,0.306866206,0.553465221,,,,,,,1.14777607,,,4.491334386,,2.758827187,2.758827187,0.29889812,2.530437919,,,,
12/1/85,16.97450989,0.797683214,1.181044449,,,,,0.865541788,0.309056788,0.556485,,,,,,,1.150566008,,,4.474162692,,2.763810078,2.763810078,0.299994993,2.527725402,,,,
1/1/86,17.6587323,0.812942352,1.113674455,,,,,0.919351967,0.328447162,0.590904805,,,,,,,1.126015609,,,4.78823967,,2.819958045,2.819958045,0.301694678,2.577169946,,,,
2/1/86,17.65190159,0.80933434,1.123121366,,,,,0.922309917,0.329339224,0.592970693,,,,,,,1.135532471,,,4.805405178,,2.816999094,2.816999094,0.301627448,2.55417325,,,,
3/1/86,17.70868803,0.802071082,1.123239664,,,,,0.924300985,0.329830206,0.594470779,,,,,,,1.139487993,,,4.836783545,,2.817905141,2.817905141,0.300916971,2.546498094,,,,
4/1/86,17.69392356,0.795215818,1.124496781,,,,,0.923844703,0.330138083,0.59370662,,,,,,,1.137887162,,,4.802448549,,2.810063772,2.810063772,0.300587491,2.545094555,,,,
5/1/86,17.76541319,0.813928734,1.131605748,,,,,0.925578335,0.330303791,0.595274544,,,,,,,1.143101727,,,4.846056509,,2.820548029,2.820548029,0.299297927,2.560975683,,,,
6/1/86,17.84479165,0.825073639,1.136039246,,,,,0.929437957,0.331871975,0.597565981,,,,,,,1.146716507,,,4.885998572,,2.826213079,2.826213079,0.298633955,2.568716688,,,,
7/1/86,17.94028274,0.857065618,1.120388431,,,,,0.942242703,0.33623251,0.606010193,,,,,,,1.138515123,,,4.93297092,,2.816692062,2.816692062,0.298296084,2.565811277,,,,
8/1/86,18.00739696,0.887571738,1.122273479,,,,,0.939827436,0.335554114,0.604273322,,,,,,,1.160313977,,,4.945253426,,2.821619632,2.821619632,0.298968694,2.566667646,,,,
9/1/86,18.07086705,0.916508454,1.113243335,,,,,0.947393248,0.338629471,0.608763777,,,,,,,1.165215993,,,4.993415028,,2.838563612,2.838563612,0.300090654,2.626394852,,,,
10/1/86,18.14450149,0.927564284,1.115505964,,,,,0.955936,0.341266098,0.614669902,,,,,,,1.171060129,,,4.952827377,,2.837419766,2.837419766,0.299613495,2.596887695,,,,
11/1/86,18.20022982,0.922911121,1.127425419,,,,,0.956762157,0.340794825,0.615967332,,,,,,,1.139451859,,,4.921106799,,2.840622536,2.840622536,0.300533468,2.594650567,,,,
12/1/86,18.30591797,0.946876087,1.122886112,,,,,0.952313112,0.340306741,0.612006371,,,,,,,1.166697462,,,4.986394426,,2.840773042,2.840773042,0.299739134,2.596959747,,,,
1/1/87,18.90987821,0.963817848,1.050531509,,,,,1.020158784,0.365756393,0.654402391,,,,,,,1.22569175,,,5.339060123,,2.891692521,2.891692521,0.295231814,2.64954234,,,,
2/1/87,18.93728936,0.965247903,1.054204673,,,,,1.020116758,0.365455257,0.6546615,,,,,,,1.23618056,,,5.294579074,,2.892483498,2.892483498,0.294584144,2.638624338,,,,
3/1/87,19.04812668,0.970335243,1.061322051,,,,,1.021684416,0.366231103,0.655453313,,,,,,,1.240204624,,,5.336238974,,2.903285372,2.903285372,0.293139345,2.653020849,,,,
4/1/87,19.17212991,0.986248105,1.057172031,,,,,1.024044867,0.366422594,0.657622273,,,,,,,1.26048253,,,5.393237106,,2.932200312,2.932200312,0.299156981,2.678324485,,,,
5/1/87,19.23272675,0.986557528,1.047489046,,,,,1.030748518,0.368779617,0.661968901,,,,,,,1.2664932,,,5.416798131,,2.922952906,2.922952906,0.299431703,2.65457626,,,,
6/1/87,19.2808254,0.989496544,1.035201951,,,,,1.029144133,0.369133823,0.66001031,,,,,,,1.274258991,,,5.42083529,,2.927827035,2.927827035,0.299887369,2.659629623,,,,
7/1/87,19.31609831,0.991824414,1.039718237,,,,,1.029250092,0.368381844,0.660868247,,,,,,,1.280209995,,,5.424292661,,2.931522332,2.931522332,0.299624026,2.673560561,,,,
8/1/87,19.38279305,0.988593128,1.044400259,,,,,1.025042446,0.366802353,0.658240093,,,,,,,1.291105224,,,5.527330484,,2.938540344,2.938540344,0.301146892,2.664974971,,,,
9/1/87,19.47686954,0.983964987,1.049904637,,,,,1.026931175,0.367740359,0.659190816,,,,,,,1.304205384,,,5.571307983,,2.948224466,2.948224466,0.305216604,2.691028239,,,,
10/1/87,19.58210451,0.992836843,1.056951252,,,,,1.025480403,0.366993444,0.658486959,,,,,,,1.314890878,,,5.630825656,,2.952616068,2.952616068,0.302547705,2.695071227,,,,
11/1/87,19.68436613,0.993724426,1.04725172,,,,,1.027653184,0.367343736,0.660309448,,,,,,,1.323930051,,,5.651213676,,2.97686455,2.97686455,0.305414419,2.714821385,,,,
12/1/87,19.74298072,0.996576772,1.058652634,,,,,1.025952686,0.367230999,0.658721687,,,,,,,1.335346812,,,5.681280843,,2.982654867,2.982654867,0.304618997,2.726825722,,,,
1/1/88,20.63816551,0.919212476,1.008797935,,,,,1.115675844,0.401751093,0.713924751,,,,,,,1.362311881,,,6.364553007,,3.043346814,3.043346814,0.300944016,2.788091407,,,,
2/1/88,20.69315177,0.920832459,1.003264943,,,,,1.119842991,0.402682467,0.717160524,,,,,,,1.375519499,,,6.366421526,,3.05208641,3.05208641,0.301544253,2.792593476,,,,
3/1/88,20.71810075,0.940716809,0.979545887,,,,,1.120250781,0.402185253,0.718065528,,,,,,,1.38334141,,,6.377392343,,3.057938625,3.057938625,0.298456295,2.801820451,,,,
4/1/88,20.8647645,0.971687792,1.013653714,,,,,1.126233346,0.404891396,0.721341949,,,,,,,1.384423929,,,6.517159251,,3.05510391,3.05510391,0.298814879,2.801364829,,,,
5/1/88,20.90047061,0.971822955,1.012270071,,,,,1.121268928,0.402476405,0.718792523,,,,,,,1.39093426,,,6.515075651,,3.068589718,3.068589718,0.297997398,2.808425885,,,,
6/1/88,20.99176108,0.989409053,1.008253912,,,,,1.128689012,0.405103026,0.723585986,,,,,,,1.39874427,,,6.449032784,,3.082125094,3.082125094,0.299266344,2.825714764,,,,
7/1/88,21.09089292,0.998617956,1.005678606,,,,,1.129121331,0.405438297,0.723683034,,,,,,,1.394923501,,,6.511230519,,3.08843582,3.08843582,0.299892578,2.846400505,,,,
8/1/88,21.12484868,1.002895221,1.005443599,,,,,1.132403528,0.407341982,0.725061546,,,,,,,1.394165973,,,6.538746899,,3.096797455,3.096797455,0.29978413,2.851199423,,,,
9/1/88,21.20416823,1.013503376,1.001815454,,,,,1.138412681,0.408676653,0.729736028,,,,,,,1.412438534,,,6.634578918,,3.095833961,3.095833961,0.300440964,2.86521366,,,,
10/1/88,21.29708591,1.024818738,0.99544243,,,,,1.139089685,0.408539527,0.730550158,,,,,,,1.422929231,,,6.67430609,,3.114100059,3.114100059,0.300964991,2.87789897,,,,
11/1/88,21.36082388,1.047223785,0.995928037,,,,,1.139287843,0.408743646,0.730544197,,,,,,,1.426584986,,,6.688666135,,3.10607921,3.10607921,0.300438363,2.86643998,,,,
12/1/88,21.47902917,1.072633755,0.988605412,,,,,1.142043999,0.41019632,0.731847679,,,,,,,1.432501113,,,6.729236878,,3.119156075,3.119156075,0.301455789,2.87483665,,,,
1/1/89,22.54676436,1.422334397,0.937864045,,,,,1.371245469,0.502038263,0.869207206,,,,,,,1.531357876,,,6.844547011,,3.186385704,3.186385704,0.349460625,2.871209364,,,,
2/1/89,22.71167506,1.473040173,0.933228909,,,,,1.387450439,0.506461209,0.88098923,,,,,,,1.532614749,,,6.871866682,,3.199136516,3.199136516,0.350183075,2.888002664,,,,
3/1/89,22.84714759,1.519754869,0.920814512,,,,,1.387701485,0.505524626,0.882176859,,,,,,,1.547107467,,,6.939799943,,3.206049951,3.206049951,0.349920226,2.895681326,,,,
4/1/89,22.87843942,1.542285028,0.919637266,,,,,1.389759822,0.505970347,0.883789475,,,,,,,1.568616826,,,6.931308014,,3.210420842,3.210420842,0.348023232,2.899995496,,,,
5/1/89,23.01901865,1.56990865,0.920136457,,,,,1.397606623,0.508838369,0.888768254,,,,,,,1.575461485,,,6.970426128,,3.220371998,3.220371998,0.350128761,2.899508531,,,,
6/1/89,23.16529191,1.601596027,0.916819505,,,,,1.395312586,0.509258135,0.886054451,,,,,,,1.583859476,,,7.028331948,,3.220822736,3.220822736,0.349306768,2.907106258,,,,
7/1/89,23.1759871,1.606064641,0.911486082,,,,,1.389959569,0.50649731,0.883462259,,,,,,,1.578076336,,,7.052393274,,3.223349409,3.223349409,0.351242336,2.929979904,,,,
8/1/89,23.33160202,1.637663762,0.916100267,,,,,1.402360597,0.511831738,0.890528859,,,,,,,1.594927733,,,7.068546293,,3.226320472,3.226320472,0.351051176,2.939915317,,,,
9/1/89,23.44169237,1.687901279,0.924016413,,,,,1.405777353,0.512383485,0.893393869,,,,,,,1.625305193,,,7.037452307,,3.243727854,3.243727854,0.34899948,2.984487096,,,,
10/1/89,23.60184965,1.708952295,0.914342168,,,,,1.423790873,0.518958062,0.904832811,,,,,,,1.60791293,,,7.085580693,,3.244905487,3.244905487,0.351459864,2.95765295,,,,
11/1/89,23.74798067,1.731646483,0.915063446,,,,,1.441505102,0.523617139,0.917887963,,,,,,,1.618124616,,,7.070432062,,3.253383809,3.253383809,0.35001161,2.959667759,,,,
12/1/89,23.82261765,1.732049458,0.91289093,,,,,1.444375524,0.526830075,0.917545449,,,,,,,1.622662562,,,7.060015645,,3.258579995,3.258579995,0.350212846,2.966793337,,,,
1/1/90,23.60844448,1.740140515,0.853724696,5.312526311,1.370020534,3.942505777,0.386823616,1.310790285,0.497708524,0.813081761,1.347562448,0.293055556,-1.29E-16,1.054506893,1.611612124,0.098507463,1.513104661,7.123817668,0.801077199,6.322740468,0.564333895,3.357112925,3.357112925,0.397071742,2.960041183,25115.52818,3.808062762,3.468756957,0.47374882
2/1/90,23.81179626,1.785667447,0.849716599,5.374035299,1.394661191,3.979374108,0.391708774,1.314392716,0.494958753,0.819433962,1.361061035,0.297222222,-1.29E-16,1.063838812,1.615723822,0.098507463,1.517216359,7.205220622,0.792369838,6.412850784,0.567242833,3.34702711,3.34702711,0.398243045,2.948784065,25210.29853,3.704018622,3.500148423,0.479225685
3/1/90,23.79160444,1.775550351,0.849716599,5.383891561,1.404517454,3.979374108,0.389443865,1.317142487,0.497708524,0.819433962,1.387168611,0.3,-1.29E-16,1.087168611,1.620954922,0.099626866,1.521328056,7.09138456,0.783662478,6.307722082,0.573060708,3.40329078,3.40329078,0.399414348,3.003876432,25005.85981,4.220726908,3.500148423,0.479225685
4/1/90,24.0389681,1.760374707,0.829676113,5.399891074,1.399589322,4.000301751,0.401728992,1.317142487,0.497708524,0.819433962,1.373670025,0.295833333,-1.29E-16,1.077836691,1.636282309,0.098507463,1.537774846,7.301641963,0.783662478,6.517979485,0.573060708,3.445499719,3.445499719,0.404099561,3.041400158,24902.88463,4.146691428,3.521076067,0.479225685
5/1/90,24.05316291,1.770491803,0.821659919,5.393077023,1.384804928,4.008272095,0.403027187,1.33259666,0.500458295,0.832138365,1.381113762,0.298611111,-1.32E-16,1.082502651,1.640394006,0.098507463,1.541886544,7.280312552,0.792369838,6.487942713,0.573060708,3.457429294,3.457429294,0.413469985,3.043959308,24900.8185,3.698291676,3.526307978,0.481964117
6/1/90,24.08846056,1.785667447,0.817651822,5.413700887,1.38973306,4.023967828,0.408735625,1.341698632,0.503208066,0.838490566,1.395111641,0.298611111,-1.35E-16,1.09650053,1.649736804,0.099626866,1.550109938,7.257784973,0.792369838,6.465415135,0.581787521,3.436585207,3.436585207,0.406442167,3.03014304,24984.88245,3.803265257,3.542003711,0.481964117
7/1/90,24.16633695,1.795784543,0.817651822,5.41643932,1.38973306,4.02670626,0.399369602,1.350800604,0.505957837,0.844842767,1.410498409,0.3,-1.29E-16,1.110498409,1.661705982,0.095149254,1.566556728,7.245162923,0.80978456,6.435378363,0.573060708,3.495863035,3.495863035,0.401756955,3.09410608,24980.09583,3.795887891,3.542003711,0.48470255
8/1/90,24.19889614,1.805901639,0.817651822,5.423802104,1.399589322,4.024212782,0.403469584,1.360755236,0.503208066,0.85754717,1.419830329,0.3,-1.32E-16,1.119830329,1.673287586,0.098507463,1.574780123,7.238851898,0.818491921,6.420359977,0.573060708,3.48228523,3.48228523,0.398243045,3.084042185,25146.1847,3.427879903,3.5367718,0.487440982
9/1/90,24.21251997,1.810960187,0.817651822,5.425688023,1.409445585,4.016242438,0.401136093,1.360755236,0.503208066,0.85754717,1.421219218,0.301388889,-1.32E-16,1.119830329,1.683749787,0.100746269,1.583003518,7.240050066,0.827199282,6.412850784,0.570151771,3.481157765,3.481157765,0.394729136,3.086428629,25170.01781,3.274385354,3.531539889,0.48470255
10/1/90,24.4561778,1.856487119,0.813643725,5.459514142,1.414373717,4.045140425,0.405258787,1.367107437,0.503208066,0.863899371,1.436605986,0.302777778,-1.27E-16,1.133828208,1.688980887,0.101865672,1.587115215,7.345178767,0.827199282,6.517979485,0.584696459,3.498704487,3.498704487,0.395900439,3.102804048,25308.51082,2.971902654,3.557699443,0.487440982
11/1/90,24.59643919,1.856487119,0.813643725,5.466935752,1.419301848,4.047633904,0.403044939,1.367960097,0.497708524,0.870251572,1.428662955,0.304166667,-1.27E-16,1.124496288,1.699443088,0.104104478,1.59533861,7.459014829,0.835906643,6.623108187,0.578878583,3.522368106,3.522368106,0.398243045,3.124125061,25689.70764,2.664545807,3.562931354,0.48470255
12/1/90,24.54078874,1.866604215,0.813643725,5.442907071,1.429158111,4.01374896,0.406252936,1.367960097,0.497708524,0.870251572,1.425385884,0.305555556,-1.27E-16,1.119830329,1.699443088,0.104104478,1.59533861,7.420270697,0.827199282,6.593071415,0.581787521,3.51653351,3.51653351,0.391215227,3.125318283,25780.08234,3.029774862,3.526307978,0.487440982
1/1/91,25.36287876,1.732164282,0.849308756,5.465366046,1.444943182,4.020422865,0.337611975,1.288495212,0.464031972,0.82446324,1.523921653,0.317809735,0.10017762,1.105934299,1.74713871,0.099013453,1.648125258,8.133038613,0.753397213,7.3796414,0.604142973,3.681690538,3.681690538,0.396850394,3.284840144,26350.42516,3.630331006,3.552865613,0.467557252
2/1/91,25.20868417,1.732164282,0.837117721,5.457469488,1.444943182,4.012526306,0.34174667,1.277169546,0.459147425,0.818022121,1.511477686,0.319247788,0.10017762,1.092052278,1.754303104,0.09793722,1.656365884,8.08313953,0.737195122,7.345944408,0.60714866,3.606947489,3.606947489,0.395669291,3.211278197,26324.49957,3.527316916,3.54764081,0.464885496
3/1/91,25.14976568,1.727457314,0.824926686,5.427360793,1.425284091,4.002076702,0.340182279,1.2731707,0.461589698,0.811581002,1.512915739,0.320685841,0.10017762,1.092052278,1.761652116,0.101165919,1.660486197,8.064998222,0.769599303,7.295398919,0.610154346,3.606947489,3.606947489,0.395669291,3.211278197,26439.17962,3.941677909,3.537191206,0.464885496
4/1/91,25.10392438,1.727457314,0.812735651,5.406461583,1.425284091,3.981177492,0.342871225,1.277169546,0.459147425,0.818022121,1.512967021,0.325,0.095914742,1.092052278,1.751259024,0.099013453,1.652245571,8.048472928,0.761498258,7.28697467,0.60714866,3.617381431,3.617381431,0.394488189,3.222893242,26619.73146,3.804316774,3.516291996,0.464885496
5/1/91,25.13518327,1.727457314,0.808671973,5.411686386,1.425284091,3.986402295,0.344638454,1.277169546,0.459147425,0.818022121,1.511909172,0.326438053,0.098046181,1.087424938,1.75322687,0.096860987,1.656365884,8.074068876,0.753397213,7.320671663,0.610154346,3.616200328,3.616200328,0.393307087,3.222893242,27026.41188,3.7689854,3.521516798,0.464885496
6/1/91,25.20927579,1.722750346,0.804608295,5.415981099,1.440028409,3.97595269,0.353228885,1.277169546,0.459147425,0.818022121,1.510157938,0.329314159,0.098046181,1.082797598,1.755379337,0.099013453,1.656365884,8.132392207,0.769599303,7.362792904,0.610154346,3.627453788,3.627453788,0.394488189,3.232965599,26996.65702,4.581943644,3.511067194,0.464885496
7/1/91,25.30115777,1.703922473,0.804608295,5.421515931,1.435113636,3.986402295,0.341817073,1.283610665,0.459147425,0.82446324,1.510851324,0.327876106,0.10017762,1.082797598,1.760575883,0.100089686,1.660486197,8.207887238,0.777700348,7.430186889,0.613160032,3.653208851,3.653208851,0.406299213,3.246909639,27509.51095,4.218695557,3.521516798,0.464885496
8/1/91,25.35072747,1.694508537,0.800544617,5.424187687,1.435113636,3.98907405,0.33415814,1.283610665,0.459147425,0.82446324,1.51154471,0.326438053,0.102309059,1.082797598,1.772045209,0.103318386,1.668726823,8.24158423,0.777700348,7.463883882,0.622177092,3.666366582,3.666366582,0.406299213,3.260067369,27379.56804,3.97766443,3.521516798,0.467557252
9/1/91,25.37955561,1.675680665,0.800544617,5.438621975,1.454772727,3.983849248,0.340026031,1.281168391,0.456705151,0.82446324,1.519048156,0.329314159,0.102309059,1.087424938,1.769892743,0.101165919,1.668726823,8.266533772,0.785801394,7.480732378,0.625182778,3.662856485,3.662856485,0.40511811,3.257738374,27504.64802,4.123646123,3.516291996,0.467557252
10/1/91,25.41203094,1.666266728,0.796480938,5.44191379,1.444943182,3.996970608,0.339322183,1.285167237,0.454262877,0.830904359,1.520106004,0.327876106,0.10017762,1.092052278,1.789418075,0.100089686,1.689328389,8.249685276,0.785801394,7.463883882,0.625182778,3.698487926,3.698487926,0.40511811,3.293369816,27091.89651,4.252488116,3.526741601,0.470229008
11/1/91,25.45761405,1.652145824,0.788353582,5.454415091,1.454772727,3.999642364,0.340355655,1.298049475,0.454262877,0.843786597,1.53005407,0.326438053,0.102309059,1.101306959,1.789418075,0.100089686,1.689328389,8.265887366,0.802003484,7.463883882,0.631194151,3.707740765,3.707740765,0.402755906,3.30498486,26678.79459,4.791563011,3.526741601,0.472900763
12/1/91,25.46798597,1.647438856,0.780226225,5.458472387,1.469517045,3.988955341,0.34404143,1.304490594,0.454262877,0.850227716,1.527177964,0.323561947,0.102309059,1.101306959,1.793538388,0.100089686,1.693448702,8.273665209,0.818205575,7.455459634,0.631194151,3.707740765,3.707740765,0.402755906,3.30498486,26731.87074,4.86814429,3.526741601,0.46221374
1/1/92,24.59418543,1.72204551,0.810968598,5.11322189,1.421410579,3.69181131,0.328248873,1.16896124,0.492100618,0.676860622,1.480019177,0.358068098,0.048403361,1.073547718,1.828266507,0.098872507,1.729394,7.669797703,0.810048622,6.85974908,0.587280531,3.885375398,3.885375398,0.407513148,3.47786225,27124.03303,5.369959722,3.286964,0.40484731
2/1/92,24.6091163,1.707071201,0.810968598,5.113354366,1.426196474,3.687157893,0.338352635,1.171905571,0.489496911,0.68240866,1.477844753,0.35488527,0.049411765,1.073547718,1.830348033,0.100954033,1.729394,7.685230209,0.810048622,6.875181587,0.587280531,3.8867604,3.8867604,0.406311044,3.480449355,26852.99718,6.384221607,3.286964,0.400193892
3/1/92,24.66199848,1.702079765,0.806722689,5.156702391,1.44534005,3.711362341,0.33213786,1.177453609,0.489496911,0.687956698,1.480783076,0.353293856,0.049411765,1.078077455,1.832474278,0.098872507,1.733601772,7.692946462,0.810048622,6.88289784,0.584510339,3.896188012,3.896188012,0.405108941,3.491079071,26776.35228,6.408558296,3.311168448,0.400193892
4/1/92,24.64249827,1.697088329,0.80247678,5.12298115,1.430982368,3.691998782,0.314197186,1.171905571,0.489496911,0.68240866,1.485801822,0.362842339,0.049411765,1.073547718,1.837722813,0.09991327,1.737809543,7.724036875,0.817990276,6.906046599,0.587280531,3.899007213,3.899007213,0.403906837,3.495100376,26936.7376,6.653645357,3.29180489,0.400193892
5/1/92,24.63833961,1.692096893,0.798230871,5.127877035,1.426196474,3.701680562,0.318426524,1.171905571,0.489496911,0.68240866,1.499391033,0.362842339,0.049411765,1.087136929,1.836682049,0.098872507,1.737809543,7.716320622,0.817990276,6.898330346,0.590050722,3.887358292,3.887358292,0.400300526,3.487057766,26888.28151,6.861807654,3.301486669,0.400193892
6/1/92,24.643812,1.692096893,0.798230871,5.123036146,1.426196474,3.696839672,0.326133632,1.171905571,0.489496911,0.68240866,1.491678468,0.359659511,0.049411765,1.082607192,1.840889821,0.098872507,1.742017314,7.692946462,0.810048622,6.88289784,0.592820913,3.914073227,3.914073227,0.400300526,3.513772701,26874.61017,7.941388585,3.29664578,0.400193892
7/1/92,24.6743868,1.692096893,0.819460416,5.125307859,1.430982368,3.694325491,0.338310576,1.171905571,0.489496911,0.68240866,1.498808023,0.361250925,0.050420168,1.087136929,1.837722813,0.09991327,1.737809543,7.670248503,0.825931929,6.844316574,0.595591104,3.924935038,3.924935038,0.399098422,3.525836616,26891.29995,7.047793862,3.29180489,0.402520601
8/1/92,24.67577518,1.677122584,0.806722689,5.110840186,1.426196474,3.684643712,0.340300281,1.174849902,0.486893204,0.687956698,1.512397234,0.361250925,0.050420168,1.100726141,1.859802432,0.100954033,1.758848399,7.654590596,0.817990276,6.836600321,0.595591104,3.943558167,3.943558167,0.397896319,3.545661848,27086.17422,6.597446423,3.282123111,0.402520601
9/1/92,24.58550747,1.64218253,0.793984962,5.115703561,1.440554156,3.675149405,0.343571368,1.180057316,0.492100618,0.687956698,1.510805821,0.359659511,0.050420168,1.100726141,1.868217975,0.100954033,1.767263942,7.593085971,0.825931929,6.767154042,0.595591104,3.942306866,3.942306866,0.395492111,3.546814755,26697.85617,6.248063143,3.277282221,0.397867184
10/1/92,24.51526293,1.702079765,0.789739054,5.065297929,1.411838791,3.653459138,0.342714071,1.177112985,0.494704325,0.68240866,1.531863093,0.358068098,0.050420168,1.123374827,1.847179119,0.100954033,1.746225086,7.515923439,0.825931929,6.68999151,0.595591104,3.94776237,3.94776237,0.395492111,3.552270259,23622.04768,21.16229729,3.257918663,0.395540475
11/1/92,24.50610073,1.727036946,0.785493145,5.048316075,1.407052897,3.641263178,0.339436147,1.177112985,0.494704325,0.68240866,1.514752547,0.358068098,0.051428571,1.105255878,1.842971347,0.100954033,1.742017314,7.515698039,0.817990276,6.697707763,0.592820913,3.962462588,3.962462588,0.396694215,3.565768373,23785.02613,18.81368363,3.243395995,0.397867184
