date,Total Nonfarm Jobs,Construction & Mining,Manufacturing,"Trade, Transport, & Utility",Transportation & Utilities,Total Trade Jobs,Information Jobs,Financial Activities,Finance and Insurance Jobs,Real Estate & Rental Jobs,Professional & Bus Services,"Prof, Sci, and Tech Svc Jobs",Mgmt of Companies jobs,Admin & Waste Management,Educational & Health Svs,Educational Services,Healthcare & Social Asst,Leisure & Hospitality,"Arts, Entertain., & Recreation",Accom & Food Services,Other service jobs,Total Government Jobs,Total Government Jobs,Federal Government Jobs,State & Local Government Jobs,Employment,Unemployment Rate,Retail Trade Jobs,Wholesale Trade Jobs
2/1/74,10.52161207,0.850320914,1.082272072,,,,,0.411747097,0.140389375,0.271357721,,,,,,,0.460248681,,,2.233289629,,2.214196768,2.214196768,0.401562485,1.882671477,,,,
3/1/74,10.46958765,0.840597084,0.898627865,,,,,0.414245951,0.141420308,0.272825642,,,,,,,0.463448519,,,2.238409328,,2.21463308,2.21463308,0.402754882,1.87828455,,,,
4/1/74,10.45152424,0.832404523,0.856094835,,,,,0.408374501,0.139392372,0.268982129,,,,,,,0.455208348,,,2.25830632,,2.222093156,2.222093156,0.403224975,1.890616747,,,,
5/1/74,10.56245482,0.852372472,1.078671198,,,,,0.411657073,0.140481291,0.271175782,,,,,,,0.456009549,,,2.270795368,,2.230511407,2.230511407,0.402499629,1.904110683,,,,
6/1/74,10.80024215,0.871936275,1.113938383,,,,,0.412880934,0.140847277,0.272033656,,,,,,,0.459498486,,,2.286170488,,2.323779468,2.323779468,0.402097634,2.168836298,,,,
7/1/74,10.75123465,0.87278023,1.038373095,,,,,0.415746166,0.141754693,0.273991474,,,,,,,0.432488623,,,2.288703319,,2.284103612,2.284103612,0.401243225,1.987401461,,,,
8/1/74,10.76944098,0.878151662,1.050529963,,,,,0.419219027,0.142880607,0.276338421,,,,,,,0.436899939,,,2.307726049,,2.270130228,2.270130228,0.399326701,1.949177775,,,,
9/1/74,10.82663544,0.873549683,1.111110105,,,,,0.419688904,0.143129791,0.276559113,,,,,,,0.43960176,,,2.30625986,,2.259536122,2.259536122,0.399180324,1.986180525,,,,
10/1/74,10.76949496,0.878038447,1.114010006,,,,,0.42589354,0.14506186,0.28083168,,,,,,,0.470309104,,,2.289892333,,2.260679658,2.260679658,0.397160927,1.982741687,,,,
11/1/74,10.76769434,0.873074018,1.112936408,,,,,0.426512006,0.145126404,0.281385602,,,,,,,0.472996445,,,2.301865206,,2.25243251,2.25243251,0.39522644,1.968823285,,,,
12/1/74,10.77149883,0.865305767,1.117578296,,,,,0.426029703,0.144970567,0.281059136,,,,,,,0.477071773,,,2.304600644,,2.263226236,2.263226236,0.395252865,1.989549278,,,,
1/1/75,11.47856728,0.912944771,1.219220601,,,,,0.541828171,0.187959405,0.353868766,,,,,,,0.526409185,,,2.388999607,,2.328255714,2.328255714,0.30025199,2.04260502,,,,
2/1/75,11.52011377,0.910380229,1.237269904,,,,,0.541033338,0.187738807,0.353294531,,,,,,,0.527031714,,,2.399659005,,2.379449207,2.379449207,0.300791941,2.09423492,,,,
3/1/75,11.57987532,0.909932703,1.238446816,,,,,0.544971223,0.189272263,0.35569896,,,,,,,0.530426091,,,2.412910752,,2.382163481,2.382163481,0.298932087,2.103197994,,,,
4/1/75,11.59124494,0.901641114,1.199420598,,,,,0.550268834,0.19101495,0.359253884,,,,,,,0.535033186,,,2.396904152,,2.378848963,2.378848963,0.29986351,2.10556586,,,,
5/1/75,11.58617937,0.896407736,1.220806399,,,,,0.55195602,0.191537038,0.360418982,,,,,,,0.540327453,,,2.382852006,,2.388531924,2.388531924,0.299157738,2.11114401,,,,
6/1/75,11.57564217,0.871533838,1.20716455,,,,,0.554457275,0.192461389,0.361995886,,,,,,,0.547390757,,,2.398870802,,2.402677186,2.402677186,0.300358925,2.215669106,,,,
7/1/75,11.6150467,0.861390637,1.208322925,,,,,0.555306934,0.192476084,0.36283085,,,,,,,0.549201391,,,2.426655256,,2.405157218,2.405157218,0.300893103,2.119473049,,,,
8/1/75,11.65201826,0.866930571,1.226139582,,,,,0.553299784,0.191754266,0.361545518,,,,,,,0.549564143,,,2.431177136,,2.414799187,2.414799187,0.301207385,2.111771721,,,,
9/1/75,11.63966395,0.847735572,1.232168988,,,,,0.555159737,0.192165665,0.362994072,,,,,,,0.557530467,,,2.438135299,,2.421249614,2.421249614,0.30132555,2.147329087,,,,
10/1/75,11.65249538,0.828618468,1.214769657,,,,,0.557441347,0.193283299,0.364158048,,,,,,,0.554400329,,,2.480208452,,2.424119073,2.424119073,0.299602864,2.168600252,,,,
11/1/75,11.67770818,0.812837267,1.22874543,,,,,0.555412876,0.19231532,0.363097556,,,,,,,0.557268448,,,2.471877379,,2.437702155,2.437702155,0.299296221,2.18844669,,,,
12/1/75,11.65500279,0.789419802,1.24232455,,,,,0.555871476,0.19234786,0.363523615,,,,,,,0.562604595,,,2.484650154,,2.437924685,2.437924685,0.298318683,2.19196229,,,,
1/1/76,12.12224221,0.853191691,1.195721654,,,,,0.618432732,0.214305692,0.40412704,,,,,,,0.54834571,,,2.580276212,,2.553412047,2.553412047,0.30492409,2.239798847,,,,
2/1/76,12.14656452,0.843074667,1.18047462,,,,,0.614934623,0.213653002,0.401281622,,,,,,,0.552085346,,,2.594895268,,2.56870394,2.56870394,0.303097945,2.265245043,,,,
3/1/76,12.17133419,0.830296907,1.183138581,,,,,0.617805375,0.214533579,0.403271796,,,,,,,0.556556767,,,2.595960769,,2.587757492,2.587757492,0.302727328,2.304305163,,,,
4/1/76,12.28277301,0.828214252,1.211386302,,,,,0.622330662,0.216206154,0.406124508,,,,,,,0.561565553,,,2.619654015,,2.594373352,2.594373352,0.300992458,2.325683678,,,,
5/1/76,12.27957466,0.814243803,1.204188478,,,,,0.626774597,0.21774627,0.409028327,,,,,,,0.562560605,,,2.660052151,,2.592895667,2.592895667,0.300071564,2.308993464,,,,
6/1/76,12.35033657,0.797694379,1.208124799,,,,,0.625840311,0.217090727,0.408749583,,,,,,,0.564391222,,,2.694365771,,2.647030441,2.647030441,0.299991757,2.49089052,,,,
7/1/76,12.32834609,0.788730546,1.2240355,,,,,0.626134849,0.2169797,0.40915515,,,,,,,0.566982934,,,2.689499603,,2.593947214,2.593947214,0.299796771,2.324152254,,,,
8/1/76,12.32833553,0.779349269,1.218504814,,,,,0.627316006,0.217559,0.409757006,,,,,,,0.571745811,,,2.666681541,,2.608537054,2.608537054,0.297904389,2.327776148,,,,
9/1/76,12.337758,0.787115795,1.228310889,,,,,0.626677488,0.217430579,0.409246909,,,,,,,0.571383541,,,2.691956017,,2.59390736,2.59390736,0.298313075,2.316870522,,,,
10/1/76,12.41337733,0.789620514,1.242209292,,,,,0.625100453,0.216822116,0.408278337,,,,,,,0.57940804,,,2.689054805,,2.614288376,2.614288376,0.298084294,2.355023205,,,,
11/1/76,12.43351854,0.791262685,1.221783527,,,,,0.62688253,0.217033224,0.409849306,,,,,,,0.582189828,,,2.704595386,,2.611277823,2.611277823,0.297091391,2.36155549,,,,
12/1/76,12.47574532,0.791847184,1.226421545,,,,,0.629828412,0.218277944,0.411550468,,,,,,,0.588089126,,,2.729308463,,2.62205082,2.62205082,0.297004938,2.379705665,,,,
1/1/77,12.93452489,0.715499726,1.172417178,,,,,0.705448925,0.246679197,0.458769728,,,,,,,0.607737367,,,2.851232575,,2.625438075,2.625438075,0.305342918,2.391993323,,,,
2/1/77,12.91172352,0.708981296,1.155167609,,,,,0.711468706,0.249130765,0.462337941,,,,,,,0.613553376,,,2.854276492,,2.633328401,2.633328401,0.304339826,2.400532877,,,,
3/1/77,12.9350873,0.702654645,1.115226081,,,,,0.715183621,0.250390552,0.464793069,,,,,,,0.616881169,,,2.873796488,,2.631451366,2.631451366,0.301032767,2.413883715,,,,
4/1/77,12.99432951,0.706757252,1.146817567,,,,,0.715401912,0.25052482,0.464877092,,,,,,,0.622357277,,,2.885814264,,2.641412902,2.641412902,0.299534662,2.445942134,,,,
5/1/77,13.03927187,0.708774097,1.143764999,,,,,0.716388119,0.250781074,0.465607045,,,,,,,0.627634606,,,2.900041092,,2.64242385,2.64242385,0.299677868,2.436733335,,,,
6/1/77,13.04968924,0.70706117,1.165849532,,,,,0.722878453,0.253230196,0.469648257,,,,,,,0.633336853,,,2.891858728,,2.643755343,2.643755343,0.298007169,2.47195016,,,,
7/1/77,13.07549862,0.702313816,1.140702788,,,,,0.734568284,0.256838011,0.477730273,,,,,,,0.635911425,,,2.892682906,,2.646365931,2.646365931,0.297289384,2.494644524,,,,
8/1/77,13.10138783,0.702105722,1.145762935,,,,,0.737559124,0.258139977,0.479419147,,,,,,,0.640445036,,,2.906099292,,2.636641721,2.636641721,0.298383594,2.450642622,,,,
9/1/77,13.06749056,0.654503507,1.117564633,,,,,0.747705136,0.26156417,0.486140967,,,,,,,0.645719243,,,2.924393952,,2.643043364,2.643043364,0.298111,2.447752638,,,,
10/1/77,13.10036823,0.633727136,1.120993188,,,,,0.747925914,0.261864981,0.486060933,,,,,,,0.648794995,,,2.940900086,,2.645068342,2.645068342,0.299468776,2.438394498,,,,
11/1/77,13.08426866,0.617771096,0.962054374,,,,,0.759785793,0.265481724,0.49430407,,,,,,,0.651632239,,,2.941488929,,2.655227137,2.655227137,0.300488846,2.455234931,,,,
12/1/77,13.22411393,0.646894005,1.123379116,,,,,0.768089358,0.268411461,0.499677897,,,,,,,0.657927946,,,3.000515194,,2.655282615,2.655282615,0.298323191,2.452295245,,,,
1/1/78,13.25086276,0.661779153,1.167909507,,,,,0.808777236,0.283232094,0.525545142,,,,,,,0.696341447,,,2.879304807,,2.623547976,2.623547976,0.296366726,2.34370531,,,,
2/1/78,13.35062154,0.666836738,1.162795816,,,,,0.811876176,0.284782437,0.527093739,,,,,,,0.698512654,,,2.89942253,,2.711598507,2.711598507,0.295173688,2.449817592,,,,
3/1/78,13.42189128,0.673305975,1.157763435,,,,,0.815251691,0.286206572,0.529045119,,,,,,,0.701471498,,,2.932473935,,2.72539466,2.72539466,0.298216706,2.465649967,,,,
4/1/78,13.4865392,0.681953877,1.17252482,,,,,0.823411724,0.288900855,0.53451087,,,,,,,0.702465639,,,2.998162129,,2.719863642,2.719863642,0.297705556,2.470493528,,,,
5/1/78,13.55524508,0.682056015,1.178481965,,,,,0.825857474,0.289833297,0.536024176,,,,,,,0.708555598,,,3.014874545,,2.730231946,2.730231946,0.299016778,2.482719282,,,,
6/1/78,13.65628398,0.693469577,1.225840684,,,,,0.829273686,0.290908385,0.538365301,,,,,,,0.714185246,,,3.042490058,,2.732664714,2.732664714,0.298739721,2.507560419,,,,
7/1/78,13.73884272,0.697586832,1.185367085,,,,,0.834028227,0.292313333,0.541714894,,,,,,,0.706682542,,,3.057801914,,2.753093693,2.753093693,0.301909462,2.54243988,,,,
8/1/78,13.80028853,0.719862451,1.172858566,,,,,0.8382862,0.29394381,0.54434239,,,,,,,0.71512914,,,3.061973815,,2.757601378,2.757601378,0.302783314,2.532523993,,,,
9/1/78,13.87678029,0.734947767,1.171064607,,,,,0.842460819,0.295208516,0.547252303,,,,,,,0.721609767,,,3.103039043,,2.764130615,2.764130615,0.303115995,2.518336701,,,,
10/1/78,13.96267895,0.741581747,1.179370781,,,,,0.849879261,0.297922315,0.551956946,,,,,,,0.734764943,,,3.14218154,,2.760840884,2.760840884,0.301785957,2.501585515,,,,
11/1/78,14.0400338,0.741754531,1.193353371,,,,,0.853641354,0.299277075,0.554364278,,,,,,,0.742502256,,,3.170845013,,2.755790143,2.755790143,0.30257182,2.494027307,,,,
12/1/78,14.06140421,0.756484171,1.198969363,,,,,0.861829383,0.301952552,0.559876831,,,,,,,0.744328951,,,3.174130671,,2.762633285,2.762633285,0.302614277,2.491140507,,,,
1/1/79,14.04178967,0.888706565,1.202337869,,,,,0.85186995,0.299079336,0.552790615,,,,,,,0.794897735,,,3.248227513,,2.65922857,2.65922857,0.29986256,2.355602268,,,,
2/1/79,14.18362732,0.892628045,1.195448099,,,,,0.85955621,0.302105963,0.557450248,,,,,,,0.792418025,,,3.252804613,,2.787978589,2.787978589,0.300569262,2.48303486,,,,
3/1/79,14.21711198,0.903312046,1.200289915,,,,,0.864558759,0.30383617,0.560722588,,,,,,,0.800127671,,,3.254142522,,2.774229572,2.774229572,0.299400609,2.458132603,,,,
4/1/79,14.20897735,0.900317385,1.185787645,,,,,0.875894802,0.308160003,0.567734799,,,,,,,0.806034504,,,3.217000633,,2.770140056,2.770140056,0.299866456,2.471595981,,,,
5/1/79,14.24525693,0.90936197,1.191358537,,,,,0.88618625,0.31143267,0.574753581,,,,,,,0.807681462,,,3.198669306,,2.781508277,2.781508277,0.300259893,2.476859948,,,,
6/1/79,14.26438636,0.902320019,1.186770868,,,,,0.894654578,0.314387856,0.580266721,,,,,,,0.814359222,,,3.176593604,,2.770948449,2.770948449,0.299057855,2.476068193,,,,
7/1/79,14.31302377,0.933203975,1.185972409,,,,,0.902607077,0.317003097,0.58560398,,,,,,,0.819358995,,,3.196580336,,2.768253806,2.768253806,0.298260481,2.48963106,,,,
8/1/79,14.40785529,0.945035984,1.212211054,,,,,0.91865198,0.323287148,0.595364832,,,,,,,0.822516765,,,3.227396566,,2.770206629,2.770206629,0.299068547,2.492207136,,,,
9/1/79,14.44054969,0.967711982,1.247899453,,,,,0.919820137,0.323225868,0.596594269,,,,,,,0.825772311,,,3.228288545,,2.772923463,2.772923463,0.298835953,2.474984594,,,,
10/1/79,14.42071337,0.978263979,1.210530625,,,,,0.924234554,0.324893797,0.599340757,,,,,,,0.831480223,,,3.215905031,,2.750164829,2.750164829,0.301254033,2.40749525,,,,
11/1/79,14.2669819,0.976506592,1.220970637,,,,,0.933065734,0.327865231,0.605200503,,,,,,,0.834769358,,,3.234981826,,2.561714213,2.561714213,0.301598726,2.128196025,,,,
12/1/79,14.41394901,0.97284894,1.208122889,,,,,0.933883144,0.3283846,0.605498545,,,,,,,0.841934603,,,3.239209504,,2.741992137,2.741992137,0.301965625,2.386192082,,,,
1/1/80,15.05468288,1.442331774,1.232792109,,,,,0.960682661,0.338232561,0.6224501,,,,,,,0.868289875,,,3.391222905,,2.735189612,2.735189612,0.298263588,2.523702097,,,,
2/1/80,15.11110253,1.487475385,1.258233056,,,,,0.95760575,0.337244958,0.620360792,,,,,,,0.874163334,,,3.411695949,,2.731935573,2.731935573,0.294796847,2.529131486,,,,
3/1/80,15.16169678,1.468215662,1.23335768,,,,,0.952962155,0.335073733,0.617888421,,,,,,,0.871403579,,,3.415812362,,2.831813608,2.831813608,0.297641796,2.635903594,,,,
4/1/80,15.22189374,1.448241852,1.211918336,,,,,0.949873085,0.334561359,0.615311725,,,,,,,0.86866383,,,3.448811356,,2.83034132,2.83034132,0.307016506,2.615688416,,,,
5/1/80,15.15441598,1.443807658,1.206530701,,,,,0.945512014,0.332787831,0.612724183,,,,,,,0.875426015,,,3.464736071,,2.785597511,2.785597511,0.303536699,2.556157376,,,,
6/1/80,15.13210469,1.442454418,1.1979135,,,,,0.939489242,0.330398593,0.609090649,,,,,,,0.880515225,,,3.455078986,,2.78285299,2.78285299,0.302393305,2.564894546,,,,
7/1/80,15.22201753,1.416585443,1.233411848,,,,,0.940077246,0.330846023,0.609231223,,,,,,,0.885419192,,,3.465233697,,2.786244567,2.786244567,0.303826536,2.589982384,,,,
8/1/80,15.18838555,1.414437777,1.193299972,,,,,0.939099956,0.33072324,0.608376716,,,,,,,0.894804243,,,3.4757756,,2.774038016,2.774038016,0.299599462,2.594525642,,,,
9/1/80,15.00798972,1.197173592,1.208949148,,,,,0.937031092,0.330233196,0.606797896,,,,,,,0.898417973,,,3.460168356,,2.76653591,2.76653591,0.298869484,2.5512264,,,,
10/1/80,15.19634904,1.360653605,1.204360723,,,,,0.93689706,0.329930538,0.606966522,,,,,,,0.8953273,,,3.472330131,,2.780483575,2.780483575,0.297837246,2.57909601,,,,
11/1/80,15.2238668,1.372208147,1.175139931,,,,,0.938159005,0.3292214,0.608937605,,,,,,,0.897762169,,,3.472293515,,2.781583884,2.781583884,0.297683639,2.581709898,,,,
12/1/80,15.23360079,1.368882465,1.219192997,,,,,0.933501895,0.328332324,0.605169572,,,,,,,0.907019089,,,3.469341073,,2.790902124,2.790902124,0.298534893,2.577982151,,,,
1/1/81,15.2921005,1.168608089,1.23885435,,,,,0.879042273,0.311208398,0.567833876,,,,,,,0.930750811,,,3.571177646,,2.804349087,2.804349087,0.298286571,2.601424191,,,,
2/1/81,15.25123934,1.161228006,1.213180086,,,,,0.879985279,0.311390089,0.56859519,,,,,,,0.930123081,,,3.56530068,,2.796915988,2.796915988,0.295912971,2.576061853,,,,
3/1/81,15.27624478,1.135670636,1.255479946,,,,,0.881452741,0.312289172,0.569163569,,,,,,,0.943794513,,,3.561771474,,2.805324642,2.805324642,0.296733009,2.573296557,,,,
4/1/81,15.23855777,1.131964603,1.2686136,,,,,0.880818243,0.311498141,0.569320102,,,,,,,0.945449989,,,3.551578604,,2.787418488,2.787418488,0.297868696,2.557383238,,,,
5/1/81,15.27275433,1.110687744,1.260794369,,,,,0.880572406,0.311795222,0.568777184,,,,,,,0.946879103,,,3.576825992,,2.795367688,2.795367688,0.297528659,2.559714464,,,,
6/1/81,15.25693626,1.103214115,1.269264621,,,,,0.884847782,0.313557487,0.571290295,,,,,,,0.952150241,,,3.595266261,,2.789737792,2.789737792,0.298320767,2.548312972,,,,
7/1/81,15.23653204,1.100191057,1.246596663,,,,,0.886913819,0.313989466,0.572924353,,,,,,,0.958213539,,,3.594017216,,2.794552627,2.794552627,0.300019916,2.579856511,,,,
8/1/81,15.20475281,1.089261385,1.206385958,,,,,0.883640215,0.312723281,0.570916933,,,,,,,0.962591807,,,3.608971308,,2.804157123,2.804157123,0.300924282,2.598397594,,,,
9/1/81,15.23370429,1.083798473,1.233960786,,,,,0.884758074,0.31342472,0.571333354,,,,,,,0.965745766,,,3.661447165,,2.790021017,2.790021017,0.301163094,2.546599759,,,,
10/1/81,15.23634754,1.070622309,1.223269285,,,,,0.880891716,0.311865612,0.569026105,,,,,,,0.977817016,,,3.677528815,,2.803527733,2.803527733,0.304121959,2.553798754,,,,
11/1/81,15.21126303,1.047214596,1.236086094,,,,,0.880976761,0.311287357,0.569689405,,,,,,,0.985240587,,,3.668967795,,2.808267041,2.808267041,0.304660427,2.55651241,,,,
12/1/81,15.14964371,1.009061968,1.217114241,,,,,0.881182021,0.311390848,0.569791173,,,,,,,0.988847538,,,3.702747044,,2.810148918,2.810148918,0.304459649,2.548641697,,,,
1/1/82,15.18778048,0.880017041,1.168165821,,,,,0.810220411,0.286027644,0.524192767,,,,,,,1.001697029,,,3.81553854,,2.774067085,2.774067085,0.294996062,2.524450289,,,,
2/1/82,15.1761918,0.851390623,1.192244313,,,,,0.813559245,0.287102273,0.526456972,,,,,,,1.006434586,,,3.848857838,,2.788532749,2.788532749,0.295673722,2.531923867,,,,
3/1/82,15.1793896,0.84031598,1.192516138,,,,,0.812007452,0.286951003,0.525056449,,,,,,,1.004151072,,,3.878898591,,2.791140186,2.791140186,0.294456647,2.54229718,,,,
4/1/82,15.15584808,0.823741853,1.213062822,,,,,0.807349334,0.285117406,0.522231927,,,,,,,1.009874518,,,3.874637919,,2.805334502,2.805334502,0.298431363,2.558518689,,,,
5/1/82,15.15418659,0.8160363,1.213913287,,,,,0.806414526,0.284453471,0.521961055,,,,,,,1.010926226,,,3.874497096,,2.816456658,2.816456658,0.300085547,2.561905794,,,,
6/1/82,15.1769353,0.803706013,1.207376397,,,,,0.80289891,0.283498414,0.519400495,,,,,,,1.02141161,,,3.902709079,,2.818876959,2.818876959,0.301727626,2.559269769,,,,
7/1/82,15.11076414,0.792986795,1.211859577,,,,,0.797178707,0.281242744,0.515935963,,,,,,,1.034583491,,,3.851937556,,2.816958808,2.816958808,0.301639552,2.570352507,,,,
8/1/82,15.1381028,0.781241106,1.223334179,,,,,0.791986733,0.27987642,0.512110313,,,,,,,1.033919689,,,3.872195064,,2.82451601,2.82451601,0.302747168,2.583083975,,,,
9/1/82,15.13526537,0.771211429,1.220894744,,,,,0.796342923,0.280809406,0.515533517,,,,,,,1.052289015,,,3.894671733,,2.838866273,2.838866273,0.298860535,2.609405346,,,,
10/1/82,15.12762936,0.765740684,1.193867166,,,,,0.793194714,0.279993341,0.513201374,,,,,,,1.03256254,,,3.883867932,,2.840606644,2.840606644,0.302731307,2.600368278,,,,
11/1/82,15.1314834,0.757487308,1.210270618,,,,,0.797194056,0.281453558,0.515740498,,,,,,,1.039499689,,,3.872115599,,2.837238184,2.837238184,0.305086569,2.577106981,,,,
12/1/82,15.14266619,0.799956899,1.202794939,,,,,0.795692238,0.280556254,0.515135984,,,,,,,1.03723852,,,3.844873053,,2.838831965,2.838831965,0.303563902,2.581317324,,,,
1/1/83,15.59928186,1.048354736,1.21280265,,,,,0.809022945,0.286927968,0.522094977,,,,,,,1.037986761,,,3.835625285,,2.811960051,2.811960051,0.299426118,2.521020244,,,,
2/1/83,15.60505202,1.042114056,1.2028831,,,,,0.808864346,0.287083821,0.521780525,,,,,,,1.042312833,,,3.891300622,,2.815465328,2.815465328,0.302127211,2.511566878,,,,
3/1/83,15.60941936,1.042784026,1.200942721,,,,,0.810959996,0.287880511,0.523079485,,,,,,,1.04510478,,,3.89657175,,2.820328282,2.820328282,0.301673108,2.519551427,,,,
4/1/83,15.57982066,1.031911417,1.183582492,,,,,0.812114721,0.288433003,0.523681718,,,,,,,1.04993641,,,3.913332422,,2.818430619,2.818430619,0.300989837,2.523664927,,,,
5/1/83,15.5531361,1.024517329,1.180046454,,,,,0.812414329,0.288668119,0.52374621,,,,,,,1.055428005,,,3.935175613,,2.81469392,2.81469392,0.30083009,2.51749611,,,,
6/1/83,15.58157612,1.012024192,1.189427344,,,,,0.809587162,0.287036223,0.522550939,,,,,,,1.050329826,,,3.958028874,,2.812382783,2.812382783,0.300569936,2.519439066,,,,
7/1/83,15.83464539,1.017533941,1.200253603,,,,,0.825672483,0.292952008,0.532720474,,,,,,,1.055913217,,,4.022699042,,2.824725306,2.824725306,0.300646524,2.571532418,,,,
8/1/83,15.88298838,1.027681316,1.24455428,,,,,0.822041369,0.292254726,0.529786643,,,,,,,1.060185933,,,4.060650074,,2.819306938,2.819306938,0.298998725,2.567656417,,,,
