period,OCUP%@KAU.A,PRM@KAU.A,VISUSW@KAU.A,VISUSE@KAU.A,VISJP@KAU.A,VISCAN@KAU.A,VIS@KAU.A,EMPL@KAU.A,EMPL@HI.A,EMPL@US.A,UR@KAU.A,UR@HI.A,NRBEA@KAU.A,NRBEA@HI.A,YC@KAU.A,YCGVFD@KAU.A,EGVFD@KAU.A,YC_GVSL@KAU.A,E_GVSL@KAU.A,YLAE@KAU.A,EAE@KAU.A,YCAF@KAU.A,EAF@KAU.A,YCRT@KAU.A,ERT@KAU.A,YCWT@KAU.A,EWT@KAU.A,YCCT@KAU.A,ECT@KAU.A,YCAD@KAU.A,EAD@KAU.A,YCPS@KAU.A,EPS@KAU.A,YCED@KAU.A,EED@KAU.A,YCHC@KAU.A,EHC@KAU.A,YCIF@KAU.A,EIF@KAU.A,YCMN@KAU.A,EMN@KAU.A,YCFI@KAU.A,EFI@KAU.A,E_TU@KAU.A,ERE@KAU.A,EMA@KAU.A,PMKRSGF@KAU.A,PMKRCON@KAU.A,KPPRVRSD@KAU.A,E_NF@KAU.A,VEXPPD@KAU.A,VEXPPT@KAU.A,Y_R@KAU.A,YL@KAU.A,HAI@KAU.A,HAICON@KAU.A
1979-01-01,,,,,,,,,406447.8333333333,98826.25,,5.6499999999999995,38016.0,950050.0,219675.0,,0.29999999999999993,,2.4416666666666664,,,,3.22415,,,,,,0.9308166666666667,,,,,,,,0.815925,,,,1.203975,,0.3153051448731957,0.9354916666666665,0.581775,,,,,14.283333333333333,,,422463.48708176875,248226.0,,
1980-01-01,,,,,,,,,419752.75,99302.75,,4.808333333333333,39369.0,967710.0,250740.0,,0.29999999999999993,,2.483333333333334,,,,3.4502083333333338,,,,,,1.4052583333333333,,,,,,,,0.8847666666666667,,,,1.2145916666666667,,0.33229881289146496,0.9388000000000001,0.6119416666666667,,,,,15.158333333333331,,,470837.06455175177,315654.0,,
1981-01-01,,,,,,,,,428518.9166666667,100397.33333333333,,5.15,40457.0,978195.0,272360.0,,0.29999999999999993,,2.5,,,,3.6112999999999995,,,,,,1.1010416666666667,,,,,,,,0.9573,,,,1.2391333333333334,,0.31220164936312295,0.9510416666666669,0.569875,,,,,15.241666666666667,,,437331.5158124318,306241.0,,
1982-01-01,,,,,,,,,432472.9166666667,99526.41666666667,,5.933333333333333,41804.0,993780.0,296074.0,,0.2999999999999999,,2.5166666666666666,,,,3.8679,,,,,,0.8069416666666666,,,,,,,,1.0237166666666668,,,,1.204191666666667,,0.28309016118825153,0.9439083333333333,0.5189083333333333,,,,,15.149999999999999,,,445425.5592697351,335543.0,,
1983-01-01,,,,,,,,,444018.4166666667,100833.58333333333,,5.908333333333332,42796.0,1012717.0,319997.0,,0.29999999999999993,,2.516666666666667,,,,3.9790833333333335,,,,,,1.0282583333333335,,,,,,,,1.0555916666666665,,,,1.2011833333333333,,0.28967621885538875,0.9942416666666666,0.5264416666666666,,,,,15.741666666666667,,,491618.91177581076,369483.0,,
1984-01-01,,,,,,,,,451382.0833333333,105005.33333333333,,5.399999999999999,43634.0,1027922.0,328208.0,,0.2999999999999999,,2.475,,,,4.1107,,,,,,0.6455666666666667,,,,,,,,1.102475,,,,1.2034666666666665,,0.28680939010518464,1.03835,0.5204000000000001,,,,,15.741666666666667,,,488748.973181928,371204.0,,
1985-01-01,,,,,,,,,459415.6666666667,107149.83333333333,,5.041666666666667,44357.0,1039698.0,361815.0,,0.29999999999999993,,2.4583333333333335,,,,4.459808333333332,,,,,,0.7642666666666668,,,,,,,,1.1338833333333334,,,,1.1648833333333333,,0.3047001600500899,1.105375,0.5491333333333334,,,,,16.725,,,510887.8923766815,402359.0,,
1986-01-01,,,,,,,,,473494.25,109597.5,,4.508333333333334,45567.0,1051762.0,400794.0,,0.3,,2.5250000000000004,,,,4.891408333333334,,,,,,0.8597333333333333,,,,,,,,1.1475,,,,1.1228249999999997,,0.3343928501367385,1.1809249999999998,0.6022083333333333,,,,,17.916666666666668,,,541514.4565921299,441069.0,,
1987-01-01,,,,,,,,,492721.0,112440.41666666667,,3.641666666666666,47203.0,1067917.0,441029.0,,0.29999999999999993,,2.6333333333333333,,,,5.473916666666668,,,,,,0.9840916666666666,,,,,,,,1.2794166666666669,,,,1.0502333333333334,,0.3671892937702434,1.2734999999999999,0.6583166666666668,,,,,19.316666666666666,,,550892.9503916448,477462.0,,
1988-01-01,,,,,,,,,503770.3333333333,114968.41666666667,,3.0416666666666665,48549.0,1079827.0,509905.0,,0.3,,2.7833333333333337,,,,6.530533333333334,,,,,,0.9894666666666666,,,,,,,,1.398225,,,,1.0015583333333336,,0.4056688387219351,1.3627166666666664,0.7236916666666667,,,,,21.025,,,618567.5564681725,574692.0,,
1989-01-01,71.09166666666665,92.13250000000001,,,,,,,515233.0,117325.83333333333,,2.391666666666666,49847.0,1094588.0,593456.0,,0.3499999999999999,,2.875,,,,6.9967250000000005,,,,,,1.6027500000000001,,,,,,,,1.5821666666666667,,,,0.9202,,0.511517396307868,1.453175,0.89155,,,,103.745962,23.191666666666663,,,681544.0776699029,676790.0,,
1990-01-01,67.25833333333334,92.02666666666666,,,,,1228.8495433326975,25183.333333333332,537620.25,118793.25,3.583333333333334,2.4250000000000003,51676.0,1113491.0,647476.0,,0.3999023914104441,,2.9583333333333335,,0.8083333333333332,,6.466666666666668,,3.5250000000000004,,0.48264872521246455,,1.8000000000000005,,1.0999999999999999,,0.2997685185185185,,0.09981343283582092,,1.5583333333333333,,0.39999999999999997,,0.8250000000000001,,0.5002291475710356,1.4000000000000001,0.8416666666666667,-1.2975050137589207e-16,,,160.25,24.049999999999997,,,692600.7962359753,750352.0,,
1991-01-01,61.60833333333335,95.89916666666666,,,107.14999999999998,,1182.3263306884683,26887.5,547350.8333333334,117718.33333333333,4.125,2.7750000000000004,53379.0,1136754.0,721769.0,,0.39990157480314953,,3.1916666666666664,,0.775,,7.400000000000001,,3.5250000000000004,,0.4664440203562343,,1.7000000000000002,,1.0916666666666666,,0.325,,0.09982062780269058,,1.6666666666666667,,0.3416666666666666,,0.8083333333333335,,0.45833333333333326,1.4416666666666667,0.8250000000000001,0.10017761989342804,,,65.4825,25.241666666666664,,,703991.2132477189,821348.0,,
1992-01-01,69.625,87.5141666666667,,,109.62,,881.7303428377162,26137.5,551562.9166666666,118492.0,9.6,4.241666666666667,54439.0,1158613.0,752232.0,,0.4001001753067869,,3.4833333333333325,,0.8166666666666665,,6.816666666666666,,3.283333333333333,,0.4,,1.7000000000000002,,1.0916666666666666,,0.35873118677522814,,0.10008673026886382,,1.7416666666666671,,0.33333333333333326,,0.7999999999999999,,0.4914496910856135,1.4249999999999998,0.6833333333333332,0.04999999999999996,,,75.90599999999999,24.566666666666666,,,727614.5665485015,841932.0,,
1993-01-01,72.56666666666666,65.81416666666668,,,84.71999999999998,,576.3656999692801,24508.333333333332,556330.9166666666,120259.25,12.966666666666667,4.366666666666666,55461.0,1172838.0,770996.0,,0.42533385703063636,,3.7333333333333343,,0.7000000000000002,,4.016666666666667,,3.258333333333333,,0.4,,2.8249999999999997,,1.0916666666666663,,0.40044943820224715,,0.09999999999999996,,1.816666666666667,,0.29999999999999993,,0.48333333333333334,,0.3999999999999999,1.2,0.65,0.0415993537964459,,,58.9753,22.40833333333333,,,738440.3497813867,876797.0,,
1994-01-01,75.99166666666666,109.09749999999998,,,90.12000000000002,,860.7187509557821,25045.833333333332,555748.75,123065.16666666667,12.258333333333331,5.133333333333333,56478.0,1187536.0,773333.0,,0.450359712230216,,3.6500000000000004,,0.8250000000000002,,4.925000000000001,,3.358333333333333,,0.3997969543147208,,1.8833333333333335,,1.0416666666666667,,0.41666666666666674,,0.09982847341337905,,2.016666666666667,,0.3333333333333332,,0.4416666666666667,,0.3999999999999999,1.3000000000000003,0.7416666666666667,0.05824345146379049,246875.00000000003,140625.0,116.97318,22.924999999999997,,,732424.7948951686,891662.0,78.91374970870854,138.53747171084387
1995-01-01,64.16666666666667,124.99083333333333,,,95.51999999999998,,929.1500804582585,25770.833333333332,557042.4166666666,124899.66666666667,10.733333333333333,5.508333333333333,57068.0,1196854.0,778394.0,,0.4084428648068669,,3.6750000000000007,,0.8583333333333333,,5.633333333333333,,3.625,,0.39999999999999997,,1.583333333333333,,1.0666666666666664,,0.4080037664783428,,0.09974597798475868,,1.8916666666666664,,0.30833333333333324,,0.4583333333333333,,0.3992907801418439,1.208333333333333,0.8583333333333334,0.04172776148582604,244687.49999999997,140875.0,45.789959999999994,23.50833333333333,,,748699.3755575379,918018.0,85.3022683433162,148.16254683410955
1996-01-01,65.34166666666665,126.06750000000001,,,101.70000000000002,,975.4363452584432,25745.833333333332,561683.25,126707.5,11.291666666666666,5.875,57688.0,1203755.0,773224.0,,0.39989290495314583,,3.591666666666667,,0.6750000000000002,,6.016666666666666,,3.4749999999999996,,0.392076359832636,,1.2500000000000002,,1.1249999999999998,,0.4413021048287246,,0.10824417009602197,,1.908333333333333,,0.33333333333333326,,0.39999999999999997,,0.3994520547945206,1.1999999999999997,0.8833333333333334,0.1001461988304093,220500.00000000003,147687.5,55.628722,23.333333333333332,,,734432.2108345535,907128.0,101.33295296487783,151.2918569869188
1997-01-01,66.97500000000001,134.7208333333334,,,98.33000000000001,,997.0867190284378,25858.333333333332,566765.5833333334,129557.91666666667,10.250000000000002,5.791666666666667,57712.0,1211640.0,786161.0,,0.3997827857724681,,3.5750000000000006,,0.7166666666666668,,6.108333333333334,,3.358333333333333,,0.3668610816542947,,0.9916666666666667,,1.1666666666666663,,0.5002118644067797,,0.10007968127490038,,1.9416666666666664,,0.4750000000000001,,0.36666666666666664,,0.4164721444133209,1.225,0.8500000000000002,0.09179577464788732,228375.0,125562.5,48.468259999999994,23.391666666666666,,,742090.14248328,914750.0,104.11210730938258,189.36069691811048
1998-01-01,65.73333333333335,138.16416666666666,,,112.03,,1078.3995818226836,26412.5,570152.25,131463.5,8.966666666666667,5.6499999999999995,57843.0,1215233.0,803356.0,,0.39978064162325194,,3.6250000000000004,,0.7833333333333332,,6.425,,3.383333333333333,,0.3499999999999999,,0.9000000000000002,,1.375,,0.5166666666666667,,0.11675795513823684,,2.0,,0.4333333333333334,,0.3916666666666666,,0.3996296296296296,1.2,0.8250000000000002,0.1081894643647632,228624.99999999997,124725.0,50.70718399999999,23.941666666666666,,,756525.9475218658,920667.0,115.08381277878814,210.95238882782473
1999-01-01,70.35000000000002,144.9333333333333,,,92.57000000000002,,1089.2886045244759,27470.833333333332,576314.1666666666,133487.91666666666,6.858333333333334,4.991666666666667,58264.0,1210300.0,854782.0,,0.40021996150673633,,3.6500000000000004,,0.8000000000000004,,6.675000000000002,,3.566666666666667,,0.39999999999999997,,0.8833333333333334,,1.5,,0.5999999999999998,,0.12509563886763583,,2.008333333333333,,0.375,,0.3916666666666666,,0.4001909307875895,1.2750000000000004,0.7999999999999999,0.058173296753543595,234500.0,126037.5,81.95543499999998,24.608333333333334,,,776970.2741702741,958597.0,107.28219658743421,199.60468193794168
2000-01-01,74.63333333333333,148.48416666666668,445.13,387.82,126.19000000000001,35.14,1074.8214350313913,29000.0,584858.25,136890.75,4.5,3.9500000000000006,58568.0,1213519.0,913706.0,,0.43356655902404023,,3.6833333333333336,,0.8333333333333334,,6.933333333333334,,3.8416666666666663,,0.39979476654694707,,1.075,,1.6416666666666666,,0.4664720600500419,,0.17486969471332842,,1.9249999999999996,,0.4166666666666666,,0.39999999999999997,,0.3746109958506224,1.3416666666666668,0.8333333333333335,0.09179990310077535,257137.5,151070.00000000003,97.179625,25.566666666666666,,,817220.6466250708,1026840.0,92.03044387312521,156.64578183243353
2001-01-01,70.5,150.73333333333332,433.1550000000001,359.24000000000007,117.42000000000003,32.093,1008.697785076027,28937.5,589215.8333333334,136933.33333333334,5.05,4.233333333333333,59075.0,1225948.0,929703.0,24209.0,0.39999999999999997,168989.0,3.7166666666666663,24509.0,0.8333333333333334,200590.0,6.837500000000001,94781.0,3.7916666666666665,,0.3997971602434076,45784.0,1.0708333333333333,52172.0,1.6916666666666664,17170.0,0.5620562130177514,6020.0,0.19139285714285711,85563.0,1.9958333333333333,16237.0,0.3499999999999999,,0.40416666666666673,,0.37936612309310885,1.3916666666666666,0.8624999999999999,0.08761920980926424,289875.0,165250.0,134.25323600000002,25.645833333333332,,,829387.8923766817,1058502.0,90.83192730192803,159.33376657577242
2002-01-01,70.20833333333333,157.74416666666664,447.4080000000001,347.99099999999993,95.186,31.878000000000007,1005.8972880585242,29041.666666666668,584353.75,136485.16666666666,4.383333333333334,4.033333333333334,59981.0,1239613.0,990834.0,27718.0,0.4166666666666667,183153.0,3.7875,,0.8916666666666667,190387.0,6.666666666666667,99558.0,3.720833333333333,,0.3999999999999999,,1.2625000000000002,54283.0,1.8541666666666667,21622.0,0.5247979214780601,,0.1707159221076747,,2.0500000000000003,,0.4375,12647.0,0.4125000000000001,,0.40021052631578935,1.479166666666667,0.8041666666666666,0.12949617346938763,323750.0,212024.50000000003,172.66049,26.016666666666666,,,863506.2413314842,1159180.0,85.64306811808399,130.7723555684824
2003-01-01,74.675,169.37666666666667,468.018551,349.4097259999999,51.695784,37.508914999999995,975.8669847940015,30062.5,592468.5833333334,137735.66666666666,3.958333333333334,3.883333333333333,60805.0,1251154.0,1076674.0,34436.0,0.499736564805058,192572.0,3.725000000000001,,0.9708333333333332,,7.041666666666667,108743.0,3.833333333333334,,0.4208333333333332,,1.3083333333333333,,2.2625000000000006,,0.43349472377405346,,0.1753458498023715,,2.0750000000000006,,0.3083333333333333,12953.0,0.42500000000000004,,0.4,1.5916666666666668,0.7875,0.13766871165644157,368749.99999999994,290578.0,153.24176599999998,27.033333333333342,152.36708948325204,1032.6995923072734,885711.0328002169,1233154.0,80.85792965785497,102.61052647252723
2004-01-01,78.17500000000001,176.81416666666675,488.667639,366.69147799999996,54.90442300000001,39.004979,1020.9213095234365,30508.333333333332,598175.0833333334,139251.91666666666,3.358333333333333,3.241666666666667,62095.0,1273569.0,1148805.0,35161.0,0.5002647603918454,202843.0,3.7000000000000006,,1.0125,,7.3999999999999995,,4.041666666666666,,0.46666666666666673,,1.325,,2.525,,0.47100579975579976,,0.19166666666666668,,2.15,12941.0,0.2583333333333333,14351.0,0.4125000000000001,,0.40040588533739213,1.554166666666667,0.7749999999999999,0.1537991656734206,495000.0,380375.00000000006,130.65877199999997,28.058333333333337,156.05954229057545,1068.484856898688,943310.942009971,1319303.0,60.302649304323495,78.47469314660567
2005-01-01,76.2333333333333,179.55416666666665,529.4330000000001,398.59500000000014,43.713802,46.288661,1090.1474113755608,31033.333333333332,609834.5833333334,141729.75,2.7249999999999996,2.7416666666666667,62863.0,1292729.0,1240137.0,36728.0,0.5002663825253063,215266.0,3.6833333333333336,,1.0374999999999996,,7.466666666666668,122762.0,4.041666666666666,,0.5041666666666665,,1.4749999999999999,,2.8375,,0.49583333333333324,,0.1916666666666666,,2.204166666666666,16379.0,0.29999999999999993,,0.39583333333333326,,0.42125884732052593,1.5208333333333337,0.7999999999999998,0.14965909090909088,626875.0,437249.99999999994,288.13153,28.808333333333326,159.34811415579952,1047.9987084547572,978823.0535894843,1421209.0,48.84222065169413,70.02393841287767
2006-01-01,74.76666666666665,189.39250000000004,596.3039930000001,431.2325859999999,33.63705500000001,50.032326000000005,1204.1321332619982,31441.666666666668,617807.3333333334,144427.0,2.4333333333333336,2.4916666666666667,63465.0,1309731.0,1319578.0,38120.0,0.5085994764397905,230631.0,3.7625000000000006,,1.0458333333333334,,7.583333333333335,,4.033333333333333,22857.0,0.5458333333333334,,1.7583333333333337,92924.0,2.870833333333333,,0.5912584799356101,,0.20833333333333337,,2.2041666666666666,14969.0,0.30416666666666664,,0.39999999999999997,,0.40813168724279825,1.620833333333333,0.8333333333333334,0.16267896475770927,678000.0,446875.0,239.29353799999996,29.641666666666666,159.7349209512457,1021.5109098535744,998224.0267494625,1519539.0,44.82433649713532,68.00760871621313
2007-01-01,75.81666666666666,206.78083333333325,638.393974,461.330683,34.401068164376184,62.447745,1299.044952916479,31762.5,620107.0833333334,146046.66666666666,2.6,2.683333333333333,64490.0,1315675.0,1427953.0,43225.0,0.55,242459.0,3.758333333333333,,1.0250000000000001,,7.804166666666666,136280.0,4.2,,0.5257059614522637,,1.8875000000000002,97642.0,2.7791666666666672,,0.7575624082232013,,0.20821256038647346,,2.225,17776.0,0.3291666666666666,,0.39999999999999997,,0.42937787073490824,1.6083333333333334,0.7833333333333333,0.13765076754385977,644000.0,574499.7500000001,268.91459,30.354166666666668,166.33283581938963,1041.8039134918963,1033099.6246082075,1608116.0,49.40319111854586,55.3797544391334
2008-01-01,70.16666666666664,205.9766666666667,515.377376,351.4778449999999,26.166963983446465,51.356052999999996,1030.648,31345.833333333332,617495.6666666666,145362.5,4.6,4.075000000000001,65603.0,1332213.0,1446704.0,45157.0,0.5499999999999999,259035.0,3.879166666666667,,1.0458333333333334,,7.537499999999999,135664.0,4.124999999999999,,0.5048376959479444,,2.0125000000000006,89300.0,2.4166666666666674,,0.7872382851445664,,0.24569412986032466,119687.0,2.2500000000000004,16106.0,0.2708333333333333,13876.0,0.39999999999999997,,0.4543931837073982,1.4375,0.7250000000000001,0.1333333333333333,596562.5,542750.0,277.14918599999993,29.837499999999995,157.31650800252723,1110.8870006692655,1041539.2782939825,1635935.0,58.10409255005149,63.864988874970216
2009-01-01,57.19166666666666,188.7275,482.7319550000001,306.976009,20.89216957054709,44.637803,928.1121416968945,29204.166666666668,593298.6666666666,139877.5,9.341666666666667,6.808333333333333,66518.0,1346717.0,1380372.0,45014.0,0.5412601117504795,270393.0,3.895833333333334,,0.9750000000000001,,6.820833333333333,126698.0,3.816666666666667,,0.47894307046196927,,1.5958333333333334,82572.0,1.8375000000000004,,0.7419185059422752,,0.2461139649923897,,2.2583333333333333,15877.0,0.2708333333333333,,0.375,,0.5505643919958952,1.304166666666667,0.6541666666666666,0.12901234567901237,469374.99999999994,313875.0,218.11050300000002,27.516666666666666,146.67346415049732,1082.5495812970914,1018309.2224231465,1577685.0,87.13769753342994,130.30746883234946
2010-01-01,59.308333333333316,186.34916666666663,485.6995707233873,313.67525654701655,21.355665369860468,54.627281071429955,964.7238391927713,30016.666666666668,603651.1666666666,139063.91666666666,8.775,6.741666666666666,67229.0,1364274.0,1407748.0,50021.0,0.5580661242721544,265146.0,3.8666666666666667,,0.8999999999999998,,7.108333333333333,124763.0,3.791666666666666,,0.5,,1.5666666666666664,,1.875,,0.7257507766655161,,0.22513051044083532,,2.35,14852.0,0.24166666666666667,,0.29999999999999993,38521.0,0.5091492776886034,1.2833333333333337,0.65,0.13316852080758135,493595.5,268750.0,68.0473,27.65833333333333,157.91944801530943,1168.9737519887076,1022931.5064993678,1583836.0,86.14365592693561,158.21440341984655
2011-01-01,63.90833333333335,203.19083333333333,517.8489622227811,320.09589525531186,23.570996370188066,64.12766081517164,1011.4995439493897,30466.666666666668,614030.0833333334,139869.25,8.525,6.4750000000000005,67781.0,1378129.0,1468765.0,50980.0,0.5911015600127347,280338.0,3.816666666666666,,0.9249999999999999,,7.408333333333334,129025.0,3.766666666666667,,0.5002384358607534,,1.3500000000000003,,1.9916666666666665,,0.6921418756441085,,0.20023028209556704,,2.3000000000000003,,0.22500000000000006,,0.29999999999999993,39220.0,0.5086111111111112,1.3000000000000003,0.7000000000000001,0.1831204026325978,462250.0,234385.625,59.519727,27.766666666666666,154.283706960778,1166.338516661172,1047085.2386073506,1657066.0,100.83697512014203,198.86838942996462
