date,E_NF@KAU.A,ECT@KAU.A,EMN@KAU.A,E_TTU@KAU.A,E_TU@KAU.A,E_TRADE@KAU.A,EIF@KAU.A,E_FIR@KAU.A,EFI@KAU.A,ERE@KAU.A,E_PBS@KAU.A,EPS@KAU.A,EMA@KAU.A,EAD@KAU.A,E_EDHC@KAU.A,EED@KAU.A,EHC@KAU.A,E_LH@KAU.A,EAE@KAU.A,EAF@KAU.A,EOS@KAU.A,EGV@KAU.A,EGV@KAU.A,EGVFD@KAU.A,E_GVSL@KAU.A,EMPL@KAU.A,UR@KAU.A,ERT@KAU.A,EWT@KAU.A
1985-01-01,16.725,0.7642666666666668,1.1648833333333333,3.7455666666666665,1.105375,,,0.8538333333333332,0.3047001600500899,0.5491333333333334,,,,,,,1.1338833333333334,,,4.459808333333332,,2.758333333333333,2.758333333333333,0.29999999999999993,2.4583333333333335,,,,
1986-01-01,17.916666666666668,0.8597333333333333,1.1228249999999997,4.093675,1.1809249999999998,,,0.9365999999999999,0.3343928501367385,0.6022083333333333,,,,,,,1.1475,,,4.891408333333334,,2.8249999999999997,2.8249999999999997,0.3,2.5250000000000004,,,,
1987-01-01,19.316666666666666,0.9840916666666666,1.0502333333333334,4.387066666666667,1.2734999999999999,,,1.0255083333333335,0.3671892937702434,0.6583166666666668,,,,,,,1.2794166666666669,,,5.473916666666668,,2.933333333333333,2.933333333333333,0.29999999999999993,2.6333333333333333,,,,
1988-01-01,21.025,0.9894666666666666,1.0015583333333336,4.561374999999999,1.3627166666666664,,,1.1293583333333335,0.4056688387219351,0.7236916666666667,,,,,,,1.398225,,,6.530533333333334,,3.083333333333334,3.083333333333334,0.3,2.7833333333333337,,,,
1989-01-01,23.191666666666663,1.6027500000000001,0.9202,5.010625,1.453175,,,1.4030666666666665,0.511517396307868,0.89155,,,,,,,1.5821666666666667,,,6.9967250000000005,,3.2249999999999996,3.2249999999999996,0.3499999999999999,2.875,,,,
1990-01-01,24.049999999999997,1.8000000000000005,0.8250000000000001,5.416666666666667,1.4000000000000001,4.008333333333334,0.39999999999999997,1.3416666666666668,0.5002291475710356,0.8416666666666667,1.4000000000000001,0.2997685185185185,-1.2975050137589207e-16,1.0999999999999999,1.6583333333333332,0.09981343283582092,1.5583333333333333,7.2749999999999995,0.8083333333333332,6.466666666666668,0.575,3.358333333333333,3.358333333333333,0.3999023914104441,2.9583333333333335,25183.333333333332,3.583333333333334,3.5250000000000004,0.48264872521246455
1991-01-01,25.241666666666664,1.7000000000000002,0.8083333333333335,5.433333333333333,1.4416666666666667,3.9916666666666667,0.3416666666666666,1.2833333333333337,0.45833333333333326,0.8250000000000001,1.5166666666666668,0.325,0.10017761989342804,1.0916666666666666,1.7750000000000001,0.09982062780269058,1.6666666666666667,8.174999999999999,0.775,7.400000000000001,0.6166666666666666,3.591666666666667,3.591666666666667,0.39990157480314953,3.1916666666666664,26887.5,4.125,3.5250000000000004,0.4664440203562343
1992-01-01,24.566666666666666,1.7000000000000002,0.7999999999999999,5.108333333333333,1.4249999999999998,3.683333333333333,0.33333333333333326,1.1749999999999998,0.4914496910856135,0.6833333333333332,1.4999999999999998,0.35873118677522814,0.04999999999999996,1.0916666666666666,1.8416666666666668,0.10008673026886382,1.7416666666666671,7.633333333333333,0.8166666666666665,6.816666666666666,0.5916666666666667,3.8833333333333333,3.8833333333333333,0.4001001753067869,3.4833333333333325,26137.5,9.6,3.283333333333333,0.4
1993-01-01,22.40833333333333,2.8249999999999997,0.48333333333333334,4.858333333333333,1.2,3.6583333333333328,0.29999999999999993,1.0499999999999998,0.3999999999999999,0.65,1.5333333333333334,0.40044943820224715,0.0415993537964459,1.0916666666666663,1.9166666666666663,0.09999999999999996,1.816666666666667,4.716666666666667,0.7000000000000002,4.016666666666667,0.5666666666666665,4.158333333333333,4.158333333333333,0.42533385703063636,3.7333333333333343,24508.333333333332,12.966666666666667,3.258333333333333,0.4
1994-01-01,22.924999999999997,1.8833333333333335,0.4416666666666667,5.058333333333334,1.3000000000000003,3.758333333333333,0.3333333333333332,1.1416666666666664,0.3999999999999999,0.7416666666666667,1.5166666666666666,0.41666666666666674,0.05824345146379049,1.0416666666666667,2.1166666666666667,0.09982847341337905,2.016666666666667,5.75,0.8250000000000002,4.925000000000001,0.5833333333333331,4.1,4.1,0.450359712230216,3.6500000000000004,25045.833333333332,12.258333333333331,3.358333333333333,0.3997969543147208
1995-01-01,23.50833333333333,1.583333333333333,0.4583333333333333,5.233333333333333,1.208333333333333,4.025,0.30833333333333324,1.2583333333333337,0.3992907801418439,0.8583333333333334,1.5166666666666668,0.4080037664783428,0.04172776148582604,1.0666666666666664,1.9916666666666665,0.09974597798475868,1.8916666666666664,6.491666666666667,0.8583333333333333,5.633333333333333,0.5833333333333331,4.083333333333333,4.083333333333333,0.4084428648068669,3.6750000000000007,25770.833333333332,10.733333333333333,3.625,0.39999999999999997
1996-01-01,23.333333333333332,1.2500000000000002,0.39999999999999997,5.066666666666667,1.1999999999999997,3.866666666666666,0.33333333333333326,1.2833333333333337,0.3994520547945206,0.8833333333333334,1.6666666666666663,0.4413021048287246,0.1001461988304093,1.1249999999999998,2.0166666666666666,0.10824417009602197,1.908333333333333,6.691666666666666,0.6750000000000002,6.016666666666666,0.6333333333333334,3.9916666666666667,3.9916666666666667,0.39989290495314583,3.591666666666667,25745.833333333332,11.291666666666666,3.4749999999999996,0.392076359832636
1997-01-01,23.391666666666666,0.9916666666666667,0.36666666666666664,4.949999999999999,1.225,3.725,0.4750000000000001,1.2666666666666664,0.4164721444133209,0.8500000000000002,1.7583333333333335,0.5002118644067797,0.09179577464788732,1.1666666666666663,2.041666666666667,0.10007968127490038,1.9416666666666664,6.824999999999998,0.7166666666666668,6.108333333333334,0.7416666666666667,3.9749999999999996,3.9749999999999996,0.3997827857724681,3.5750000000000006,25858.333333333332,10.250000000000002,3.358333333333333,0.3668610816542947
1998-01-01,23.941666666666666,0.9000000000000002,0.3916666666666666,4.933333333333334,1.2,3.7333333333333325,0.4333333333333334,1.2249999999999999,0.3996296296296296,0.8250000000000002,2.0000000000000004,0.5166666666666667,0.1081894643647632,1.375,2.1166666666666667,0.11675795513823684,2.0,7.208333333333333,0.7833333333333332,6.425,0.7083333333333334,4.025,4.025,0.39978064162325194,3.6250000000000004,26412.5,8.966666666666667,3.383333333333333,0.3499999999999999
1999-01-01,24.608333333333334,0.8833333333333334,0.3916666666666666,5.241666666666666,1.2750000000000004,3.966666666666667,0.375,1.1999999999999997,0.4001909307875895,0.7999999999999999,2.158333333333333,0.5999999999999998,0.058173296753543595,1.5,2.1333333333333333,0.12509563886763583,2.008333333333333,7.475000000000001,0.8000000000000004,6.675000000000002,0.7000000000000001,4.05,4.05,0.40021996150673633,3.6500000000000004,27470.833333333332,6.858333333333334,3.566666666666667,0.39999999999999997
2000-01-01,25.566666666666666,1.075,0.39999999999999997,5.583333333333335,1.3416666666666668,4.241666666666666,0.4166666666666666,1.2083333333333333,0.3746109958506224,0.8333333333333335,2.1999999999999997,0.4664720600500419,0.09179990310077535,1.6416666666666666,2.1,0.17486969471332842,1.9249999999999996,7.766666666666668,0.8333333333333334,6.933333333333334,0.7000000000000001,4.116666666666667,4.116666666666667,0.43356655902404023,3.6833333333333336,29000.0,4.5,3.8416666666666663,0.39979476654694707
2001-01-01,25.645833333333332,1.0708333333333333,0.40416666666666673,5.575,1.3916666666666666,4.191666666666666,0.3499999999999999,1.2416666666666665,0.37936612309310885,0.8624999999999999,2.3416666666666663,0.5620562130177514,0.08761920980926424,1.6916666666666664,2.1666666666666665,0.19139285714285711,1.9958333333333333,7.670833333333332,0.8333333333333334,6.837500000000001,0.7041666666666667,4.116666666666666,4.116666666666666,0.39999999999999997,3.7166666666666663,28937.5,5.05,3.7916666666666665,0.3997971602434076
2002-01-01,26.016666666666666,1.2625000000000002,0.4125000000000001,5.5874999999999995,1.479166666666667,4.120833333333333,0.4375,1.2041666666666666,0.40021052631578935,0.8041666666666666,2.5083333333333337,0.5247979214780601,0.12949617346938763,1.8541666666666667,2.220833333333333,0.1707159221076747,2.0500000000000003,7.558333333333334,0.8916666666666667,6.666666666666667,0.6750000000000002,4.204166666666667,4.204166666666667,0.4166666666666667,3.7875,29041.666666666668,4.383333333333334,3.720833333333333,0.3999999999999999
2003-01-01,27.033333333333342,1.3083333333333333,0.42500000000000004,5.845833333333334,1.5916666666666668,4.254166666666666,0.3083333333333333,1.1875,0.4,0.7875,2.8333333333333326,0.43349472377405346,0.13766871165644157,2.2625000000000006,2.2416666666666667,0.1753458498023715,2.0750000000000006,8.0125,0.9708333333333332,7.041666666666667,0.6708333333333334,4.2250000000000005,4.2250000000000005,0.499736564805058,3.725000000000001,30062.5,3.958333333333334,3.833333333333334,0.4208333333333332
2004-01-01,28.058333333333337,1.325,0.4125000000000001,6.054166666666666,1.554166666666667,4.508333333333332,0.2583333333333333,1.1749999999999996,0.40040588533739213,0.7749999999999999,3.1500000000000004,0.47100579975579976,0.1537991656734206,2.525,2.3333333333333335,0.19166666666666668,2.15,8.4125,1.0125,7.3999999999999995,0.7625000000000001,4.2,4.2,0.5002647603918454,3.7000000000000006,30508.333333333332,3.358333333333333,4.041666666666666,0.46666666666666673
2005-01-01,28.808333333333326,1.4749999999999999,0.39583333333333326,6.075,1.5208333333333337,4.545833333333333,0.29999999999999993,1.2208333333333334,0.42125884732052593,0.7999999999999998,3.483333333333334,0.49583333333333324,0.14965909090909088,2.8375,2.3874999999999997,0.1916666666666666,2.204166666666666,8.504166666666668,1.0374999999999996,7.466666666666668,0.8041666666666667,4.183333333333334,4.183333333333334,0.5002663825253063,3.6833333333333336,31033.333333333332,2.7249999999999996,4.041666666666666,0.5041666666666665
2006-01-01,29.641666666666666,1.7583333333333337,0.39999999999999997,6.179166666666667,1.620833333333333,4.579166666666667,0.30416666666666664,1.2416666666666665,0.40813168724279825,0.8333333333333334,3.6249999999999996,0.5912584799356101,0.16267896475770927,2.870833333333333,2.4041666666666663,0.20833333333333337,2.2041666666666666,8.629166666666668,1.0458333333333334,7.583333333333335,0.85,4.270833333333333,4.270833333333333,0.5085994764397905,3.7625000000000006,31441.666666666668,2.4333333333333336,4.033333333333333,0.5458333333333334
2007-01-01,30.354166666666668,1.8875000000000002,0.39999999999999997,6.320833333333334,1.6083333333333334,4.725,0.3291666666666666,1.2124999999999997,0.42937787073490824,0.7833333333333333,3.6750000000000003,0.7575624082232013,0.13765076754385977,2.7791666666666672,2.4333333333333327,0.20821256038647346,2.225,8.829166666666666,1.0250000000000001,7.804166666666666,0.9750000000000002,4.308333333333334,4.308333333333334,0.55,3.758333333333333,31762.5,2.6,4.2,0.5257059614522637
2008-01-01,29.837499999999995,2.0125000000000006,0.39999999999999997,6.066666666666666,1.4375,4.629166666666666,0.2708333333333333,1.1791666666666665,0.4543931837073982,0.7250000000000001,3.337499999999999,0.7872382851445664,0.1333333333333333,2.4166666666666674,2.4875000000000003,0.24569412986032466,2.2500000000000004,8.583333333333334,1.0458333333333334,7.537499999999999,1.0875000000000001,4.429166666666667,4.429166666666667,0.5499999999999999,3.879166666666667,31345.833333333332,4.6,4.124999999999999,0.5048376959479444
2009-01-01,27.516666666666666,1.5958333333333334,0.375,5.608333333333333,1.304166666666667,4.295833333333333,0.2708333333333333,1.2041666666666666,0.5505643919958952,0.6541666666666666,2.7083333333333335,0.7419185059422752,0.12901234567901237,1.8375000000000004,2.4916666666666667,0.2461139649923897,2.2583333333333333,7.795833333333334,0.9750000000000001,6.820833333333333,1.05,4.4375,4.4375,0.5412601117504795,3.895833333333334,29204.166666666668,9.341666666666667,3.816666666666667,0.47894307046196927
2010-01-01,27.65833333333333,1.5666666666666664,0.29999999999999993,5.575,1.2833333333333337,4.291666666666666,0.24166666666666667,1.158333333333333,0.5091492776886034,0.65,2.733333333333334,0.7257507766655161,0.13316852080758135,1.875,2.575,0.22513051044083532,2.35,8.008333333333335,0.8999999999999998,7.108333333333333,1.0749999999999997,4.425,4.425,0.5580661242721544,3.8666666666666667,30016.666666666668,8.775,3.791666666666666,0.5
2011-01-01,27.766666666666666,1.3500000000000003,0.29999999999999993,5.566666666666666,1.3000000000000003,4.2666666666666675,0.22500000000000006,1.2083333333333333,0.5086111111111112,0.7000000000000001,2.8666666666666667,0.6921418756441085,0.1831204026325978,1.9916666666666665,2.5,0.20023028209556704,2.3000000000000003,8.333333333333332,0.9249999999999999,7.408333333333334,1.0083333333333333,4.408333333333333,4.408333333333333,0.5911015600127347,3.816666666666666,30466.666666666668,8.525,3.766666666666667,0.5002384358607534
2012-01-01,28.208333333333332,1.3083333333333336,0.29999999999999993,5.575,1.3333333333333337,4.241666666666666,0.23333333333333336,1.291666666666667,0.5926408708379068,0.7000000000000001,2.816666666666667,0.6497773210003424,0.10021505376344064,2.066666666666667,2.5166666666666666,0.19166666666666668,2.325,8.666666666666668,0.9916666666666668,7.675,0.9666666666666668,4.533333333333332,4.533333333333332,0.5417959427207637,3.9916666666666667,30354.166666666668,7.158333333333332,3.733333333333333,0.5085728872133205
2013-01-01,28.90833333333333,1.3500000000000003,0.32499999999999996,5.733333333333333,1.3499999999999999,4.383333333333333,0.22499999999999998,1.4000000000000001,0.6003275109170303,0.7999999999999999,2.7916666666666665,0.6320306250714203,0.10030333670374109,2.058333333333333,2.5833333333333335,0.16629955947136565,2.4166666666666665,9.033333333333333,1.0833333333333333,7.95,0.9333333333333335,4.533333333333333,4.533333333333333,0.5090829032522324,4.0249999999999995,30537.5,5.683333333333334,3.7999999999999994,0.5844282809322694
